,Unnamed: 0,text,id,created_at,date,month
10,11,@MoormannRainer @OliverHaas19 @janusPrime @nevetsarndt @HalleVerkehrt @FeynmansMethod @tuedelkopp @SchaferCorinna @Gazelight @DerClue @DominicBarden @An_di_Arbeit Es kommt aber nun mal nicht auf die Rückkopplungen an. Der Klimawandel hat auch so schon drastische Folgen für die Umwelt und Gesundheit.,1.345404129921925e+18,2021-01-02T16:18:35.000Z,2021-01-02 16:18:35+00:00,1
11,12,"Steigt jetzt ein in den #Veganuary2021! 

Vegane Ernährung rettet nicht nur #Tierleben, ihr tut auch eurer #Gesundheit etwas Gutes und nehmt #nachhaltig Einfluß auf den #Klimawandel! 

#GoVegan #Veganuary

Mehr über #VeganeErnährung:  https://t.co/eeZ0UmTu71 https://t.co/cwbvWYfBxM",1.3460115136356966e+18,2021-01-04T08:32:07.000Z,2021-01-04 08:32:07+00:00,1
12,13,@Karl_Lauterbach Wir werden zunehmend den Klimawandel auch in der Gesundheit der  Menschen verschärfend spüren und der Aspekt muss mehr auch bei politischen Entscheidungen berücksichtigt werden,1.3459438841075466e+18,2021-01-04T04:03:23.000Z,2021-01-04 04:03:23+00:00,1
13,14,"@Thomas_Bareiss WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.
https://t.co/Z6HCxv8yYi",1.3458901003837809e+18,2021-01-04T00:29:40.000Z,2021-01-04 00:29:40+00:00,1
14,15,"@Beaute_du_Noir_ Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",1.3458325125311567e+18,2021-01-03T20:40:50.000Z,2021-01-03 20:40:50+00:00,1
15,16,"Mir fehlen hier auch die Themenbereich Klimawandel, Diversität, Ökologie und vor allem das Gesundheitssystem + öffentlicher Gesundheitsdienst. #impuls2021",1.3458020016371057e+18,2021-01-03T18:39:35.000Z,2021-01-03 18:39:35+00:00,1
16,17,"Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",1.345791139484463e+18,2021-01-03T17:56:25.000Z,2021-01-03 17:56:25+00:00,1
17,18,"@Thomas_Bareiss „Ansteckende und andere hitzebedingte akute Krankheiten sind eine direkte Gefahr für die menschliche Gesundheit. Der Klimawandel könnte die Last von Krankheiten erhöhen, weil er existierende Probleme verstärkt [...]. “  https://t.co/Ss9pbpKlPq",1.3457571436774769e+18,2021-01-03T15:41:20.000Z,2021-01-03 15:41:20+00:00,1
18,19,"Die letzten 10 Jahre werden die kältesten der nächsten 100 Jahre sein. 🥶
#Rekord #Erderwärmung #Klima #Klimawandel #Klimaschutz #Naturschutz #Schutz #Natur #Gesundheit #FridaysForFuture #TäglichFürDieZukunft
Weitere Infos: https://t.co/8bwZFbVMgo https://t.co/1llslA15Ns",1.346403194231e+18,2021-01-05T10:28:31.000Z,2021-01-05 10:28:31+00:00,1
19,20,"@bmel Geplant

Getötet

Entsorgt

@JuliaKloeckner ist verantwortlich für:
- Artensterben
- Grundwasserverunreinigung durch Gülle, Kunstdünger, Gifte etc.
- Massentierhaltung
- Klimawandel
- missverstandenes ""Tierwohl""
- Lobbyarbeit statt Sicherstellung unserer Gesundheit
... Positives?",1.3463719968217047e+18,2021-01-05T08:24:33.000Z,2021-01-05 08:24:33+00:00,1
20,21,"@hartaberfair @DasErste Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.3462051249816453e+18,2021-01-04T21:21:27.000Z,2021-01-04 21:21:27+00:00,1
21,22,"@hartaberfair @DasErste @MFeldenkirchen Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.3462050027302502e+18,2021-01-04T21:20:58.000Z,2021-01-04 21:20:58+00:00,1
22,23,"@hartaberfair @DasErste @ChristinaBerndt Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.3462049283820052e+18,2021-01-04T21:20:40.000Z,2021-01-04 21:20:40+00:00,1
23,24,"@hartaberfair @DasErste @Wissing Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.3462048494535923e+18,2021-01-04T21:20:22.000Z,2021-01-04 21:20:22+00:00,1
24,25,"@hartaberfair @DasErste @peterliese Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.346204760131707e+18,2021-01-04T21:20:00.000Z,2021-01-04 21:20:00+00:00,1
25,26,"@hartaberfair @DasErste @Karl_Lauterbach Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",1.3462046142789796e+18,2021-01-04T21:19:25.000Z,2021-01-04 21:19:25+00:00,1
26,27,"@tagesschau Hat die EU schon was von Klimawandel,  Digitalisierung,  Bildung,  Gesundheitswesen und Flüchtlingspolitik gehört? Mit diesem Geld könnte so viel vernünftiges getan werden.  🙈🙉🙊",1.3461973542491215e+18,2021-01-04T20:50:35.000Z,2021-01-04 20:50:35+00:00,1
27,28,"@Karl_Lauterbach @hartaberfair WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",1.346164622827643e+18,2021-01-04T18:40:31.000Z,2021-01-04 18:40:31+00:00,1
28,29,"@patdiekmann WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",1.3461135434568294e+18,2021-01-04T15:17:32.000Z,2021-01-04 15:17:32+00:00,1
29,30,"@Markus_Soeder WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",1.3461130037883658e+18,2021-01-04T15:15:24.000Z,2021-01-04 15:15:24+00:00,1
30,31,"@kelesting WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",1.3461128519168407e+18,2021-01-04T15:14:48.000Z,2021-01-04 15:14:48+00:00,1
31,32,"Die wissenschaftliche Welt ist sich einig, die #Klimakrise ist die größte #Gesundheitsgefahr im 21. Jahrhundert. Doch was bedeutet das für unseren Alltag?
👉https://t.co/Nv7TQ3vhLR
#Doku #Klimawandel #Gesundheit https://t.co/fDiuRJaZmX",1.3460854566398894e+18,2021-01-04T13:25:56.000Z,2021-01-04 13:25:56+00:00,1
32,33,"@Leon_Bergmann Stimmt. Wäre schön zu wissen, was sie mit dem Land vorhaben. Rente, Gesundheit, Digitale Transformation, Klimawandel...zu jedem Thema ein kurzes Statement.",1.346077513542488e+18,2021-01-04T12:54:22.000Z,2021-01-04 12:54:22+00:00,1
33,34,"@NiemaMovassat Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Und impfen auch nicht!",1.3465501239968358e+18,2021-01-05T20:12:21.000Z,2021-01-05 20:12:21+00:00,1
34,35,"""Keinen Präsenzunterricht zu haben ist schlecht für die psychische Gesundheit""  Ich würde sagen das der Klimawandel und die Aussichten auf eine zerstörte Zukunft durch Kapitalismus auch schlecht für die psychische Gesundheit sind, aber da juckts niemanden 
#SchulenUndKitasZu",1.3465045544315822e+18,2021-01-05T17:11:17.000Z,2021-01-05 17:11:17+00:00,1
35,36,"🐝 Ohne Bienen ist die Ernte von Nutzpflanzen, Obst und Gemüse unmöglich. Gleichzeitig liefern sie Produkte, die wertvoll für unsere Gesundheit sind. Klimawandel, #Pestizide und Monokulturen sind akute Bedrohungen für alle #Insekten. Zeit, sie zu bekämpfen.https://t.co/mUKqai6RK5",1.3464385505695744e+18,2021-01-05T12:49:00.000Z,2021-01-05 12:49:00+00:00,1
36,37,"@paulvernica @adolf_kackebart @malariaviruz @SZ Ich habe keine moralische Probleme damit Fleisch zu essen, aber die Menge an Fleisch die wir im Schnitt konsumieren ist absurd. Gesundheitliche Folgen mal außen vor, Massentierhaltung hat einen großen Anteil am Klimawandel und allein deswegen sollte man weniger konsumieren",1.3468374183690158e+18,2021-01-06T15:13:58.000Z,2021-01-06 15:13:58+00:00,1
37,38,"Die Bürger*innen Bonns stehen hinter Ihrer Bürgermeisterin.
Die Menschen die in Bonn leben wollen üben Kritik an der Kreis SPD. Ist der Kreis SPD die Gesundheit der Bevölkerung und das Klima der Region so völlig schnuppe?Auch die Landwirtschaft des Kreises stöhnt im Klimawandel😩 https://t.co/lWfXbUFRtw",1.3474952155028193e+18,2021-01-08T10:47:49.000Z,2021-01-08 10:47:49+00:00,1
38,39,"Wie hängen #Klimawandel, Wetterumschwünge und #Schlaganfall zusammen? Morgen in: Wie das Klima unsere Gesundheit verändert auf tagesschau24 https://t.co/6ClOyEsYnl",1.3474914866030305e+18,2021-01-08T10:33:00.000Z,2021-01-08 10:33:00+00:00,1
39,40,@JuliaSc91662220 @klausdietermai1 @BaNeuwirth Wollen wir mal über die Umwelt- und Gesundheitsschäden durch die Kohleverstromung und den Klimawandel sprechen?,1.34748239422865e+18,2021-01-08T09:56:52.000Z,2021-01-08 09:56:52+00:00,1
40,41,"@musikabhaengigg Ist wahrscheinlich in vielen Lebensbereichen ein Problem, dass sich jetzt Dinge nicht „lohnen“, die uns irgendwann ganz schön einholen werden siehe Klimawandel, Gesundheitssystem allgemein, Digitalisierung etc",1.3472828193625167e+18,2021-01-07T20:43:50.000Z,2021-01-07 20:43:50+00:00,1
41,42,"Bei den #Corona Maßnahmen war die Verweigerung ja erst Egoismus, dann ausgedachte gesundheitliche Schäden und jetzt ist es Egoismus, aber mit einer priese AntiDemocratie.

Ich warte noch auf die Aliens und einen ausgedachte Zusammenhang zum Klimawandel",1.3472736559239127e+18,2021-01-07T20:07:25.000Z,2021-01-07 20:07:25+00:00,1
42,43,"Klimawandel, Energie- und Ressourceneffizienz, Gesundheit oder demographischer Wandel können durch MINT erforscht und gelöst werden.",1.3475992478190756e+18,2021-01-08T17:41:12.000Z,2021-01-08 17:41:12+00:00,1
43,44,"@Markus_Soeder Das ist richtig  mit Facebook News und Querdenkern, aber die Politiker  sind in der Vergangenheit doch auch nicht frei von Fake News gewesen, so von wegen... Unser Bildubgssystem hat keine Probleme; unser Gesundheitssystem ist top; Klimawandel braucht keine großen Aktionen,",1.3478794518713423e+18,2021-01-09T12:14:38.000Z,2021-01-09 12:14:38+00:00,1
44,45,"@Johann_v_d_Bron @Puettmann_Bonn mit dem Klimawandel vor der Tür, zusätzlich zu covid &amp; den folgen, sind die Zeiten zu ernst für geringere übel, finde ich.
Ob Laschet jetzt die Küchenbauer skrupellos über die Gesundheit der Menschen stellt, oder Merz das wohl der Rüstungskonzerne, ist am ende das gleiche.",1.3482748793852475e+18,2021-01-10T14:25:55.000Z,2021-01-10 14:25:55+00:00,1
45,46,"Das Problem der Wissenschaftsfeindlickeit ist vor allem in der CDU und anderen Teilen der Politik seit Jahren eklatant.
Klimawandel, Verkehr, Bildungspolitik, Gesundheit, Obdachlosigkeit, ...
Hier wird sich seit Jahrzehnten über allg akzeptierte Erkenntnisse hinweg gesetzt. https://t.co/eT2egW5XLy",1.348240879815897e+18,2021-01-10T12:10:49.000Z,2021-01-10 12:10:49+00:00,1
46,47,"@LeckerlyvLassen @goldkaeferli @ulla_fleu @Die_Gruenen @Gruene_Europa @ABaerbock @Umwelthilfe @Umweltbundesamt @bmu Fatale Fehlentscheidung!

•Die Förderung von Holzverbrennung zurück nehmen. 
•Holz CO2 besteuern. 
•Waldbesitzer ihren CO2 Speicher entlohnen. 
Auf Dauer gehören Holzöfen aus!
Luxuskamine sind ein Unding.
Warten auf was?
Auf Gesundheitsschädigung durch Feinstaub?
Klimawandel?",1.3482376726120612e+18,2021-01-10T11:58:04.000Z,2021-01-10 11:58:04+00:00,1
47,48,"Hier findest du die Zugangsdaten zur Videokonferenz:
https://t.co/RptEWdAP2f

Sei dabei!

#ernährung #essen #gesundheit #klimawandel #kantine",1.3482300594511667e+18,2021-01-10T11:27:49.000Z,2021-01-10 11:27:49+00:00,1
48,49,"https://t.co/dyUm6aFbhZ

#Tierleid #Klimaschutz #Klimakrise #Klimawandel #Umwelt #Gesundheit #Ernährung #Pandemien verhindern",1.348200176704508e+18,2021-01-10T09:29:05.000Z,2021-01-10 09:29:05+00:00,1
49,50,"@DietmarBartsch @dieLinke @RND_de Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",1.348723071021101e+18,2021-01-11T20:06:52.000Z,2021-01-11 20:06:52+00:00,1
50,51,"@dielinkeberlin @dieLinke @klauslederer Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",1.3487229843248824e+18,2021-01-11T20:06:32.000Z,2021-01-11 20:06:32+00:00,1
51,52,"@technikjuli @transenv Ja, bezüglich Klimawandel ist die Politik höchst Schizophren. Aber bezüglich regionaler Luftverschmutzung und Gesundheitsschäden gerade in Städten bringt es sehr viel!
Die Norweger bekommen ja keinen Schlaganfall weil in Braunschweig wer Diesel fährt.",1.3486916517918843e+18,2021-01-11T18:02:01.000Z,2021-01-11 18:02:01+00:00,1
52,53,"""Aufbäumen gegen den #Klimawandel"" #Walnuss #Esskastanie #Hickory #Pekanuss als Lieferanten für #Nahrung und #Windschutz für #Acker bei #Dürre mehr #Baumfrüchte =  mehr #Ernährungssicherheit und #Gesundheit! https://t.co/sHD1z2kOez https://t.co/9rVDgfyUMc",1.3486030072362435e+18,2021-01-11T12:09:47.000Z,2021-01-11 12:09:47+00:00,1
53,54,"Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",1.3485623655839212e+18,2021-01-11T09:28:17.000Z,2021-01-11 09:28:17+00:00,1
54,55,"#CDU-Ziemiaks ""Deutschland"" kann super Autobahnen durch den Wald prügeln, aber:

Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮

#niewiederCDU 
#NieMehrCDU https://t.co/UjfiDLwiBA",1.3490472979511583e+18,2021-01-12T17:35:14.000Z,2021-01-12 17:35:14+00:00,1
55,56,"@Susanne45217800 Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Wirtschaft vor Leben!",1.3490251307443077e+18,2021-01-12T16:07:09.000Z,2021-01-12 16:07:09+00:00,1
56,57,"@PaulZiemiak Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber Wirtschaft vor Leben!",1.3490240975740147e+18,2021-01-12T16:03:03.000Z,2021-01-12 16:03:03+00:00,1
57,58,"Dringendster Handlungsbedarf: Verbesserung des Gesundheitssystems (plus 62%), Bekämpfung der Armut im jeweiligen Land (plus 53%), Verbesserung des Bildungssystems (plus 53%). Erst auf Platz vier: Klimawandel (plus 51%). 8/11",1.349432089989542e+18,2021-01-13T19:04:16.000Z,2021-01-13 19:04:16+00:00,1
58,59,Das Jahr beginnt wie immer mit der #Fraktionsklausur. Hybrid und mit Abstand. Wir diskutieren über die Herausforderungen unserer Zeit. #klimawandel #klimaschutz #coronapandemie #gesundheitsschutz #impfenistwichtig #wirtschaft #fraktiongruenbw https://t.co/ZRlQi99yAV,1.3493928450278687e+18,2021-01-13T16:28:19.000Z,2021-01-13 16:28:19+00:00,1
59,60,"@Audi_fan123 @Fahalen1 @Kricke1905 @ebonyplusirony @_FriedrichMerz Kompetenz aka Seehofer, Klöckner, Scheuer, von der Leyen, Amthor, Guttenberg - lol
Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Kohleausstieg🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮
#NieMehrCDU",1.3493705896104468e+18,2021-01-13T14:59:53.000Z,2021-01-13 14:59:53+00:00,1
60,61,"Der Klimawandel und das Massenaussterben sind auch eine Bedrohung für unsere Gesundheit.
Daher gibt es bei #ExtinctionRebellion die Gruppe Doctors for XR.
Ihre Botschaft zeigen sie diesen Freitag ab 12 h in einem Film. 
Online.
Link folgt. https://t.co/XpdWmTvpdi",1.3492228950634988e+18,2021-01-13T05:13:00.000Z,2021-01-13 05:13:00+00:00,1
61,62,"@NiemalsD Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮

Aber Wirtschaft vor Leben!",1.3490978637085983e+18,2021-01-12T20:56:10.000Z,2021-01-12 20:56:10+00:00,1
62,63,"@Weltschrei Die war nie eine Volkspartei. Da war der Mammon schon seit der Gründung wichtiger als die Bevölkerung. Sieht man doch an der Bildungspolitik, der Digitalisierung, dem Gesundheitswesen, dem Klimawandel. Da lautet immer die erste Frage: Wie kann die Wirtschaft profitieren?",1.3497471623689216e+18,2021-01-14T15:56:15.000Z,2021-01-14 15:56:15+00:00,1
63,64,"WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, d Gesundheitssituation i d Welt z verbessern, seien z Scheitern verurteilt, solange d Mensch nicht wirksam gegen d Klimawandel u für d Tierschutz eintrete.https://t.co/Z6HCxv8yYi 

#Todesfälle #ZeroCovid",1.3497224573730734e+18,2021-01-14T14:18:05.000Z,2021-01-14 14:18:05+00:00,1
64,65,"@RL_Alaxri @sometimes2012 @FridayForFuture Ja, das Klima ist wichtig. Sehr wichtig sogar! Es geht hier aber um die Gesundheit und das Leben vieler Menschen. Man kann auch gegen den Klimawandel kämpfen, ohne bewusst andere Menschen zu gefährden. So gut wie jeder sitzt zu Hause, verzichtet auf Kontakte. Wofür?",1.3496361432775967e+18,2021-01-14T08:35:06.000Z,2021-01-14 08:35:06+00:00,1
65,66,"Nach #Corona kommen die klimabedingten #Gesundheit-srisiken. Unter anderem
zunehmende Hitze, Tropenkrankheiten, Mangelernährung, Atemwegserkrankungen. 
Die Studie des #RKI über „#Klimawandel und #Gesundheit“ ist schon von 2013!!! https://t.co/dRmpJANDUN",1.3496193085912596e+18,2021-01-14T07:28:12.000Z,2021-01-14 07:28:12+00:00,1
66,67,Arbeitskreis „Klimawandel und Gesundheit“ gegründet https://t.co/tJPYB01wdE via @marburgerbund,1.3500640682672865e+18,2021-01-15T12:55:31.000Z,2021-01-15 12:55:31+00:00,1
67,68,"#CDU kann ja nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben https://t.co/LQwsJ7mh9m",1.3504000717377372e+18,2021-01-16T11:10:40.000Z,2021-01-16 11:10:40+00:00,1
68,69,"@CDU @ArminLaschet #CDU kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben!",1.3503988090425467e+18,2021-01-16T11:05:39.000Z,2021-01-16 11:05:39+00:00,1
69,70,"#CDU kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben!",1.3503985760405422e+18,2021-01-16T11:04:44.000Z,2021-01-16 11:04:44+00:00,1
70,71,"@SilvaAtTwitta @HendrikB_ Ich sehe was die Partei als Hauptprobleme identifiziert u angehen will (Klimawandel, Umweltverschmutzung, Flüchtlingskrise, Krise der westlichen Demokratien/ Rechtsextremismus, Gesundheitssystem/Pandemie).
Was würdest du anderes in einen 1min Werbspot für eine Partei packen?",1.350156516754661e+18,2021-01-15T19:02:52.000Z,2021-01-15 19:02:52+00:00,1
71,72,ich dachte eigentlich die CDU lügt nur die leute an wenn es um andere existenzielle krisen geht wie klimawandel oder rassismus und so weiter und bei corona lügen die nur leute an wenn es um sachen geht wie auslastung der gesundheitsämter und so weiter,1.3507359535482263e+18,2021-01-17T09:25:21.000Z,2021-01-17 09:25:21+00:00,1
