,screen_name,location,created_at,text,age,gender,is_org
10,bac5854094bb03cb224f1557eb2d78f2b54298b1c0f5e93501015e7cbce40ca4,"Germany, Earth 🌍🌌",2021-01-02 16:18:35+00:00,@MoormannRainer @OliverHaas19 @janusPrime @nevetsarndt @HalleVerkehrt @FeynmansMethod @tuedelkopp @SchaferCorinna @Gazelight @DerClue @DominicBarden @An_di_Arbeit Es kommt aber nun mal nicht auf die Rückkopplungen an. Der Klimawandel hat auch so schon drastische Folgen für die Umwelt und Gesundheit.,<=18,male,non-org
11,e4d8def31e7057f4628084eb1d17f94ed26e3db909da0abdfe63acb0b1450852,Austria,2021-01-04 08:32:07+00:00,"Steigt jetzt ein in den #Veganuary2021! 

Vegane Ernährung rettet nicht nur #Tierleben, ihr tut auch eurer #Gesundheit etwas Gutes und nehmt #nachhaltig Einfluß auf den #Klimawandel! 

#GoVegan #Veganuary

Mehr über #VeganeErnährung:  https://t.co/eeZ0UmTu71 https://t.co/cwbvWYfBxM",>=40,male,is-org
12,ed548904d2c70ba6defde6896737834c7a87f444d86ef364b395abbe9aaa0c0a,Magdeburg,2021-01-04 04:03:23+00:00,@Karl_Lauterbach Wir werden zunehmend den Klimawandel auch in der Gesundheit der  Menschen verschärfend spüren und der Aspekt muss mehr auch bei politischen Entscheidungen berücksichtigt werden,>=40,male,non-org
13,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 00:29:40+00:00,"@Thomas_Bareiss WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.
https://t.co/Z6HCxv8yYi",>=40,male,is-org
14,ada131dd6a2da2b50bd978c5d5ff0565467365bd0538a04567d0db09c950bd0e,"wenn de rein kommst, links",2021-01-03 20:40:50+00:00,"@Beaute_du_Noir_ Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",>=40,male,non-org
15,8852b5abacc0a9a4a29288413c2e541966d7db5d38107dc60789f6a0ac1399f9,Irgendwo in Germany,2021-01-03 18:39:35+00:00,"Mir fehlen hier auch die Themenbereich Klimawandel, Diversität, Ökologie und vor allem das Gesundheitssystem + öffentlicher Gesundheitsdienst. #impuls2021",>=40,male,non-org
16,ada131dd6a2da2b50bd978c5d5ff0565467365bd0538a04567d0db09c950bd0e,"wenn de rein kommst, links",2021-01-03 17:56:25+00:00,"Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",>=40,male,non-org
17,8b6f6109eccc4fd90f3ce272d070247dd99b79921a5c48c962a8ab38aaca23fc,"Karlsruhe, Deutschland",2021-01-03 15:41:20+00:00,"@Thomas_Bareiss „Ansteckende und andere hitzebedingte akute Krankheiten sind eine direkte Gefahr für die menschliche Gesundheit. Der Klimawandel könnte die Last von Krankheiten erhöhen, weil er existierende Probleme verstärkt [...]. “  https://t.co/Ss9pbpKlPq",<=18,female,non-org
18,97471d7b12a24d4fa9d300777e094524d6d2893813d99cc187ae61aec3c01fa1,,2021-01-05 10:28:31+00:00,"Die letzten 10 Jahre werden die kältesten der nächsten 100 Jahre sein. 🥶
#Rekord #Erderwärmung #Klima #Klimawandel #Klimaschutz #Naturschutz #Schutz #Natur #Gesundheit #FridaysForFuture #TäglichFürDieZukunft
Weitere Infos: https://t.co/8bwZFbVMgo https://t.co/1llslA15Ns",>=40,female,non-org
19,f8335a8d9a3e10210276a54571c2913e39791386aa4c831d42428e09e153cee9,mittelfranken ,2021-01-05 08:24:33+00:00,"@bmel Geplant

Getötet

Entsorgt

@JuliaKloeckner ist verantwortlich für:
- Artensterben
- Grundwasserverunreinigung durch Gülle, Kunstdünger, Gifte etc.
- Massentierhaltung
- Klimawandel
- missverstandenes ""Tierwohl""
- Lobbyarbeit statt Sicherstellung unserer Gesundheit
... Positives?",>=40,male,is-org
20,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:21:27+00:00,"@hartaberfair @DasErste Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
21,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:20:58+00:00,"@hartaberfair @DasErste @MFeldenkirchen Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
22,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:20:40+00:00,"@hartaberfair @DasErste @ChristinaBerndt Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
23,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:20:22+00:00,"@hartaberfair @DasErste @Wissing Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
24,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:20:00+00:00,"@hartaberfair @DasErste @peterliese Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
25,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 21:19:25+00:00,"@hartaberfair @DasErste @Karl_Lauterbach Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
26,77d9db47f49fe96832b0d36e4fcd6ff7b2d454196847bfb8d1e3e6babe8aa199,"Wetteraukreis, Hessen",2021-01-04 20:50:35+00:00,"@tagesschau Hat die EU schon was von Klimawandel,  Digitalisierung,  Bildung,  Gesundheitswesen und Flüchtlingspolitik gehört? Mit diesem Geld könnte so viel vernünftiges getan werden.  🙈🙉🙊",>=40,male,is-org
27,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 18:40:31+00:00,"@Karl_Lauterbach @hartaberfair WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
28,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 15:17:32+00:00,"@patdiekmann WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
29,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 15:15:24+00:00,"@Markus_Soeder WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
30,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-04 15:14:48+00:00,"@kelesting WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",>=40,male,is-org
31,85e66cb7565a61958eff36391c77b65f2a620f4c7d2d587bd769e7201a7c91a2,Halle,2021-01-04 13:25:56+00:00,"Die wissenschaftliche Welt ist sich einig, die #Klimakrise ist die größte #Gesundheitsgefahr im 21. Jahrhundert. Doch was bedeutet das für unseren Alltag?
👉https://t.co/Nv7TQ3vhLR
#Doku #Klimawandel #Gesundheit https://t.co/fDiuRJaZmX",>=40,male,is-org
32,ea92f87b014b1004b62c290d8d3920ddbad3e49c15f575c9ac526f60c87368cf,,2021-01-04 12:54:22+00:00,"@Leon_Bergmann Stimmt. Wäre schön zu wissen, was sie mit dem Land vorhaben. Rente, Gesundheit, Digitale Transformation, Klimawandel...zu jedem Thema ein kurzes Statement.",>=40,male,non-org
33,ada131dd6a2da2b50bd978c5d5ff0565467365bd0538a04567d0db09c950bd0e,"wenn de rein kommst, links",2021-01-05 20:12:21+00:00,"@NiemaMovassat Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Und impfen auch nicht!",>=40,male,non-org
34,c4386c937efb6585ee0a1752bb2a125e3bda1467678f232bac9bf8f7fb4951d5,Wilderness/Schwarzwald,2021-01-05 17:11:17+00:00,"""Keinen Präsenzunterricht zu haben ist schlecht für die psychische Gesundheit""  Ich würde sagen das der Klimawandel und die Aussichten auf eine zerstörte Zukunft durch Kapitalismus auch schlecht für die psychische Gesundheit sind, aber da juckts niemanden 
#SchulenUndKitasZu",30-39,female,non-org
35,259d11d6916a65238bc4369fc5549ccb7758c8be97ad62166cfd3ffc1a1c0234,Hamburg | Berlin | global,2021-01-05 12:49:00+00:00,"🐝 Ohne Bienen ist die Ernte von Nutzpflanzen, Obst und Gemüse unmöglich. Gleichzeitig liefern sie Produkte, die wertvoll für unsere Gesundheit sind. Klimawandel, #Pestizide und Monokulturen sind akute Bedrohungen für alle #Insekten. Zeit, sie zu bekämpfen.https://t.co/mUKqai6RK5",>=40,male,is-org
36,42d1e2497184e27899abd0da3fce0a58b7fa111e7f632b6aa4ddfa3f0ba232d9,,,,<=18,male,is-org
37,7aca072b23be9b47d4c14105607b6a3189a6a0cb357dbac45e15826f77d4768d,,2021-01-08 10:47:49+00:00,"Die Bürger*innen Bonns stehen hinter Ihrer Bürgermeisterin.
Die Menschen die in Bonn leben wollen üben Kritik an der Kreis SPD. Ist der Kreis SPD die Gesundheit der Bevölkerung und das Klima der Region so völlig schnuppe?Auch die Landwirtschaft des Kreises stöhnt im Klimawandel😩 https://t.co/lWfXbUFRtw",<=18,male,is-org
38,32d63825e4c0bdd400295d3e8a6fac4e285576c54759d57411b72d5eff3a3429,"Am Klinikum 1, 07747 Jena",2021-01-08 10:33:00+00:00,"Wie hängen #Klimawandel, Wetterumschwünge und #Schlaganfall zusammen? Morgen in: Wie das Klima unsere Gesundheit verändert auf tagesschau24 https://t.co/6ClOyEsYnl",30-39,male,is-org
39,c8db52204da5b128e17215836e107b859b34319d04846d7111592fe590a871da,,2021-01-08 09:56:52+00:00,@JuliaSc91662220 @klausdietermai1 @BaNeuwirth Wollen wir mal über die Umwelt- und Gesundheitsschäden durch die Kohleverstromung und den Klimawandel sprechen?,>=40,male,non-org
40,82def9c3847a1c253d682c6053c30a18e08981d77cefe431bcf164bba551cb4f,,2021-01-07 20:43:50+00:00,"@musikabhaengigg Ist wahrscheinlich in vielen Lebensbereichen ein Problem, dass sich jetzt Dinge nicht „lohnen“, die uns irgendwann ganz schön einholen werden siehe Klimawandel, Gesundheitssystem allgemein, Digitalisierung etc",<=18,female,non-org
41,d1f62809fd9e019d4a90617215bb058e538e59631dfa5265e640c70afea1fdc4,Niemandsland,2021-01-07 20:07:25+00:00,"Bei den #Corona Maßnahmen war die Verweigerung ja erst Egoismus, dann ausgedachte gesundheitliche Schäden und jetzt ist es Egoismus, aber mit einer priese AntiDemocratie.

Ich warte noch auf die Aliens und einen ausgedachte Zusammenhang zum Klimawandel",<=18,male,non-org
42,112b0616b0e4b2cc3bd7126ae680431dc27cee7a9ef35aba9969ab3daa8b843c,"Salzufer 6, 10587 Berlin",2021-01-08 17:41:12+00:00,"Klimawandel, Energie- und Ressourceneffizienz, Gesundheit oder demographischer Wandel können durch MINT erforscht und gelöst werden.",>=40,male,is-org
43,874c1199dc2954a7e28d9004ecd2613fbb18e86bf5ec3c4e5bd176bcc45b6644,überall und nirgends ,2021-01-09 12:14:38+00:00,"@Markus_Soeder Das ist richtig  mit Facebook News und Querdenkern, aber die Politiker  sind in der Vergangenheit doch auch nicht frei von Fake News gewesen, so von wegen... Unser Bildubgssystem hat keine Probleme; unser Gesundheitssystem ist top; Klimawandel braucht keine großen Aktionen,",30-39,male,non-org
44,fea1a8437a20a0521da9506409f65732ab948d5f43d8ccf9cc5d85fa9a5340f1,Berlin,2021-01-10 14:25:55+00:00,"@Johann_v_d_Bron @Puettmann_Bonn mit dem Klimawandel vor der Tür, zusätzlich zu covid &amp; den folgen, sind die Zeiten zu ernst für geringere übel, finde ich.
Ob Laschet jetzt die Küchenbauer skrupellos über die Gesundheit der Menschen stellt, oder Merz das wohl der Rüstungskonzerne, ist am ende das gleiche.",<=18,male,non-org
45,5af36be3c1f28004b389a7fadff692ba6432c452b83222edd8979d3e83edd3d0,Draußen zuhause,2021-01-10 12:10:49+00:00,"Das Problem der Wissenschaftsfeindlickeit ist vor allem in der CDU und anderen Teilen der Politik seit Jahren eklatant.
Klimawandel, Verkehr, Bildungspolitik, Gesundheit, Obdachlosigkeit, ...
Hier wird sich seit Jahrzehnten über allg akzeptierte Erkenntnisse hinweg gesetzt. https://t.co/eT2egW5XLy",<=18,male,non-org
46,fa6a419d08ddabc7d326b0ec8ae52f77002e775366eb3c3e0f3a803aa189e321,"~49°14‘ N, 7°0‘ O",2021-01-10 11:58:04+00:00,"@LeckerlyvLassen @goldkaeferli @ulla_fleu @Die_Gruenen @Gruene_Europa @ABaerbock @Umwelthilfe @Umweltbundesamt @bmu Fatale Fehlentscheidung!

•Die Förderung von Holzverbrennung zurück nehmen. 
•Holz CO2 besteuern. 
•Waldbesitzer ihren CO2 Speicher entlohnen. 
Auf Dauer gehören Holzöfen aus!
Luxuskamine sind ein Unding.
Warten auf was?
Auf Gesundheitsschädigung durch Feinstaub?
Klimawandel?",>=40,male,is-org
47,3cfe31e55cc7fbd6aaf9f0468e9d1dc2f6f68af8f419e17e8f5ee665976fd690,Tempelhof-Schöneberg,2021-01-10 11:27:49+00:00,"Hier findest du die Zugangsdaten zur Videokonferenz:
https://t.co/RptEWdAP2f

Sei dabei!

#ernährung #essen #gesundheit #klimawandel #kantine",>=40,male,is-org
48,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-10 09:29:05+00:00,"https://t.co/dyUm6aFbhZ

#Tierleid #Klimaschutz #Klimakrise #Klimawandel #Umwelt #Gesundheit #Ernährung #Pandemien verhindern",>=40,male,is-org
49,58ee5bc95b53cd9a099f29f42cfd02e9839c961ab59200b6dea40d38dfc147e8,Internacional Acount,2021-01-11 20:06:52+00:00,"@DietmarBartsch @dieLinke @RND_de Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",>=40,male,non-org
50,58ee5bc95b53cd9a099f29f42cfd02e9839c961ab59200b6dea40d38dfc147e8,Internacional Acount,2021-01-11 20:06:32+00:00,"@dielinkeberlin @dieLinke @klauslederer Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",>=40,male,non-org
51,fc979c682c2dc4ab6fdde1609df4ac8840499c9ebb619662b32b4577412d7c98,Germany,2021-01-11 18:02:01+00:00,"@technikjuli @transenv Ja, bezüglich Klimawandel ist die Politik höchst Schizophren. Aber bezüglich regionaler Luftverschmutzung und Gesundheitsschäden gerade in Städten bringt es sehr viel!
Die Norweger bekommen ja keinen Schlaganfall weil in Braunschweig wer Diesel fährt.",>=40,male,is-org
52,cb17756c94aec85cf8b66d294fb55988b716d4e029ea820364ec5069eefdf666,Hannover,2021-01-11 12:09:47+00:00,"""Aufbäumen gegen den #Klimawandel"" #Walnuss #Esskastanie #Hickory #Pekanuss als Lieferanten für #Nahrung und #Windschutz für #Acker bei #Dürre mehr #Baumfrüchte =  mehr #Ernährungssicherheit und #Gesundheit! https://t.co/sHD1z2kOez https://t.co/9rVDgfyUMc",>=40,male,non-org
53,58ee5bc95b53cd9a099f29f42cfd02e9839c961ab59200b6dea40d38dfc147e8,Internacional Acount,2021-01-11 09:28:17+00:00,"Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",>=40,male,non-org
54,5790dc37511756ea2b06944c6ef3e782a370aea4f1d1838e5627322e1399b2ef,"Antifa, ClimateJustice",2021-01-12 17:35:14+00:00,"#CDU-Ziemiaks ""Deutschland"" kann super Autobahnen durch den Wald prügeln, aber:

Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮

#niewiederCDU 
#NieMehrCDU https://t.co/UjfiDLwiBA",<=18,male,non-org
55,ada131dd6a2da2b50bd978c5d5ff0565467365bd0538a04567d0db09c950bd0e,"wenn de rein kommst, links",2021-01-12 16:07:09+00:00,"@Susanne45217800 Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Wirtschaft vor Leben!",>=40,male,non-org
56,ada131dd6a2da2b50bd978c5d5ff0565467365bd0538a04567d0db09c950bd0e,"wenn de rein kommst, links",2021-01-12 16:03:03+00:00,"@PaulZiemiak Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber Wirtschaft vor Leben!",>=40,male,non-org
57,ac45598bb37bbff9884f997c47fcdec46aa29b97f0a56f10e5b76935f022c64d,Germany,2021-01-13 19:04:16+00:00,"Dringendster Handlungsbedarf: Verbesserung des Gesundheitssystems (plus 62%), Bekämpfung der Armut im jeweiligen Land (plus 53%), Verbesserung des Bildungssystems (plus 53%). Erst auf Platz vier: Klimawandel (plus 51%). 8/11",>=40,male,non-org
58,63b1a3e967bef6be498e075ff1b87dbaedc326637644a4e152ccbe85a7cd6034,Böblingen,2021-01-13 16:28:19+00:00,Das Jahr beginnt wie immer mit der #Fraktionsklausur. Hybrid und mit Abstand. Wir diskutieren über die Herausforderungen unserer Zeit. #klimawandel #klimaschutz #coronapandemie #gesundheitsschutz #impfenistwichtig #wirtschaft #fraktiongruenbw https://t.co/ZRlQi99yAV,30-39,female,non-org
59,5790dc37511756ea2b06944c6ef3e782a370aea4f1d1838e5627322e1399b2ef,"Antifa, ClimateJustice",2021-01-13 14:59:53+00:00,"@Audi_fan123 @Fahalen1 @Kricke1905 @ebonyplusirony @_FriedrichMerz Kompetenz aka Seehofer, Klöckner, Scheuer, von der Leyen, Amthor, Guttenberg - lol
Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Kohleausstieg🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮
#NieMehrCDU",<=18,male,non-org
60,ca94169a12460bbec230547ba3e9e6aed86bf75a4faaac8d939d2053f366a484,Switzerland,2021-01-13 05:13:00+00:00,"Der Klimawandel und das Massenaussterben sind auch eine Bedrohung für unsere Gesundheit.
Daher gibt es bei #ExtinctionRebellion die Gruppe Doctors for XR.
Ihre Botschaft zeigen sie diesen Freitag ab 12 h in einem Film. 
Online.
Link folgt. https://t.co/XpdWmTvpdi",<=18,male,is-org
61,42d1e2497184e27899abd0da3fce0a58b7fa111e7f632b6aa4ddfa3f0ba232d9,,,,<=18,male,is-org
62,58a558567fde473918422f11c7aac39fa42b304080e0b68159eeac083fdb3144,,2021-01-14 15:56:15+00:00,"@Weltschrei Die war nie eine Volkspartei. Da war der Mammon schon seit der Gründung wichtiger als die Bevölkerung. Sieht man doch an der Bildungspolitik, der Digitalisierung, dem Gesundheitswesen, dem Klimawandel. Da lautet immer die erste Frage: Wie kann die Wirtschaft profitieren?",19-29,male,non-org
63,fa7830085a50061512a2091462e33ea64472cc66e70f0b1f37f55931e8a327dc,,2021-01-14 14:18:05+00:00,"WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, d Gesundheitssituation i d Welt z verbessern, seien z Scheitern verurteilt, solange d Mensch nicht wirksam gegen d Klimawandel u für d Tierschutz eintrete.https://t.co/Z6HCxv8yYi 

#Todesfälle #ZeroCovid",>=40,male,is-org
64,4b69278b8adf8e3e9c2a6ad1046268a842e3c0f5869d04c9da3221475a66d5d3,,2021-01-14 08:35:06+00:00,"@RL_Alaxri @sometimes2012 @FridayForFuture Ja, das Klima ist wichtig. Sehr wichtig sogar! Es geht hier aber um die Gesundheit und das Leben vieler Menschen. Man kann auch gegen den Klimawandel kämpfen, ohne bewusst andere Menschen zu gefährden. So gut wie jeder sitzt zu Hause, verzichtet auf Kontakte. Wofür?",>=40,female,non-org
