"","text","age","gender"
"11","Un piano preparato ad hoc: schiavitù digitale, allarme cambiamento climatico, colpevolizzazione degli umani, diffusione idelogia della salute sopra ogni cosa Ed il gioco è fatto. Saliranno volontariamente su quella astronave! Avrei voluto vivere abb per vedere. 
#trumanshow",">=40","female"
"12","Fra gli ordini esecutivi della nuova amministrazione figurano temi quali salute, uguaglianza e cambiamento climatico.

#JoeBiden #Biden #presidente #USA #notizie #governo #economia #agenda
https://t.co/WxD5RwDE16",">=40","male"
"13","In che modo i governatori e il governo federale imporrebbero blocchi climatici? Semplice: dichiarando che il cambiamento climatico è una crisi immediata della salute pubblica e della sicurezza nazionale. #10febbraio

https://t.co/4QRYQDWi35","<=18","male"
"14","Sono dell’idea che ormai chi nega il cambiamento climatico non debba poter accedere a cariche pubbliche.
Ne va della salute di tutti.
#bolsonaro #Presadiretta","<=18","male"
"15","""Ma il cambiamento climatico ha un diretto impatto sulla vita delle persone, sulle famiglie, sulla salute. Mette a rischio i diritti umani, li indebolisce, ed è per questo che bisogna richiamare gli Stati alle loro responsabilità."" https://t.co/A7H2WSnT4b",">=40","female"
"16","La nostra motivazione è il benessere del pianeta e la salute dei suoi abitanti, per questo cerchiamo di aiutare le api e l'agricoltura biologica con i nostri prodotti.
Il biologico è un'arma vincente contro il cambiamento climatico.#bees #organic #biologico #climatechange #ita https://t.co/TzynJe1BrW",">=40","male"
"17","""Il #cibo, e in generale il concetto di #nutrizione, oggi non va di pari passo solo con la #salute. La sua relazione con lo sfruttamento delle risorse naturali e il #cambiamento #climatico è ormai comprovata.
Importante educare oggi per sprecare meno domani.""

#sprecoalimentare https://t.co/oQhz4Llcdl","<=18","male"
"18","Sentenza storica: #Francia colpevole di inazione per mancato rispetto degli obiettivi sul clima. La nostra salute dipende da quanto faremo per fermare il cambiamento climatico. Dalle grandi alle piccole azioni/scelte quotidiane. #greenpeace https://t.co/SY3AcfqhEU","30-39","female"
"19","@Daniela192601 @f_ronchetti @AurelianoStingi @Emilystellaemi2 @LAVonlus @Phdbioscienze @lucianocapone @corradosinigagl @research4lifeIT @protestitalia @ScaltritiLab @GiacomoGorini @antonellaviol17 @DomaniGiornale Non c’entra il cambiamento climatico e nemmeno i ghiacci. Non sto scherzando. Perché lei non vuole che si sacrifichi un animale per la ricerca sulla salute e lei lo sacrifica volentieri per scrivere su Twitter? È una domanda, vorrei capire.",">=40","male"
"20","Il #cambiamentoclimatico influisce sulla #salute, in che modo? Non importa dove vivi: il cambiamento climatico può mettere in pericolo la tua salute, sia fisica che mentale, ora e in futuro. 

Scopri perchè:
https://t.co/o2DAdrolg9

#ambiente #riusa https://t.co/BP8peDWZPg","30-39","female"
"21","Durante lo Stakeholder meeting abbiamo coinvolto @AndGiuliacci di Meteo Expert, che afferma: “Il cambio del clima influenza economia, società, salute e comportamenti. È importante informare: per combattere il cambiamento climatico dobbiamo essere consapevoli di questo fenomeno”",">=40","male"
"22","https://t.co/28L1uwL4km La salute e il benessere dell’uomo sono a rischio: ascoltare locuzioni come cambiamento climatico, allarme clima ed eventi estremi, sono sempre il solito martellante refrain. Cosa si può fare per salvare noi e il pianeta che per ora ospita il genere umano? https://t.co/PmooZvNP1j",">=40","male"
"23","Riporto in breve parte del discorso del mago di Oz:il cambiamento climatico ha effetti diretti sulle nostre vite e sulla nostra salute...lo spazio che alcune megalopoli hanno  sottratto alla natura potrebbe essere una delle cause della trasmissione del virus dell'animale all'uomo",">=40","female"
"24","Le politiche europee ignorano i dati scientifici che dimostrano che le coltivazioni GM non pongono rischi per salute e ambiente e  contribuiscono a fronteggiare il cambiamento  climatico https://t.co/zGntkzgO1d","<=18","male"
"25","L’approccio europeo alla pandemia ha portato centinaia di migliaia di morti, il tracollo dell’economia e gravissimi danni alla salute mentale di milioni di persone. E se è vero che con il cambiamento climatico ne vedremo delle altre spero si cambi strategia in futuro.","30-39","male"
"26","Il consumo di carne é cresciuto negli ultimi decenni
ed ormai é chiaro che occorre invertire la rotta. Allevare e consumare animali oltre ad essere immorale é causa di #deforestazione, #inquinamento, cambiamento climatico, consumo risorse idriche. É anche dannoso per la #salute. https://t.co/lWt6pZbqBM",">=40","female"
"27","@Amos8125 NB: ""L'anno scorso aveva donato 1,7 miliardi di dollari in cause come l'uguaglianza razziale, i diritti Lgbtq, la salute pubblica e il cambiamento climatico."" 
Un welfare state a misura di borghesuccio Lib-dem Mid-Up class, la cosa stupisce in effetti...",">=40","male"
"28","Il cambiamento climatico e la salute gli europei (VIDEO) - https://t.co/w1tdcUxQmZ https://t.co/RGZ8A93rXG",">=40","male"
"29","Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/FJjDafqBZd","<=18","female"
"30","Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/PeYuIufVcx",">=40","male"
"31","Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/tpwd0ngsRH Le precipitazioni estreme associate ai cambiamenti climatici stanno causando danni ai bambini in alcuni dei luoghi più dimenticati del pianeta",">=40","male"
"32","L'#acqua è al centro della vita, come è utilizzatata e quanta viene consumata determina la salute umana e della natura

Basta pensare a come il cambiamento climatico e gli umani impattano sui fiumi, che anch'essi fanno parte della vita nostra e degli Oceani

#WorldWaterDay https://t.co/z2T3z0aosE",">=40","male"
"33","La crisi demografica e migratoria, i conflitti commerciali, la globalizzazione, il cambiamento climatico...
A queste sfide si è aggiunta quella, del tutto inattesa, ma decisiva, che riguarda il tema prioritario della salute.
https://t.co/BNnBQ4lZOS
#Europa #pandemia #leggere https://t.co/k5STlHxGc0",">=40","male"
"34","#Spagna sperimenta la settimana lavorativa di 32 ore, progetto pilota per le aziende interessate. Aumentare produttività, migliorare salute mentale dei lavoratori e combattere il cambiamento climatico. Anche questa una delle battaglie @Mov5Stelle.🔗 https://t.co/3i9bKtWVhG",">=40","male"
"35","Conferenza sugli impatti del cambiamento climatico sulla salute, organizzata da @SISMnazionale, Salerno. Si è parlato di salute ma anche di globalizzazione e psicologia. Nel mio intervento riassumo la nostra ricerca in psicologia dell'attivismo climatico: https://t.co/WvEFRYsWaJ","30-39","female"
"36","A grande bua pe la salute: il cambiamento climatico! https://t.co/GyjE0i0Jcg",">=40","male"
"37","Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
https://t.co/ipNs4MAm6y
@TheLancet",">=40","male"
"38","🌍 Il cambiamento climatico ha un impatto sui diritti umani come:
🔴Diritto alla vita
🔴Diritto all'alloggio 
🔴Diritto all'acqua
🔴Diritto alla salute
Il futuro è un diritto umano. Non smetteremo di ribadirlo e di agire per preservare il nostro pianeta",">=40","male"
"39","Oggi è il #WorldHealthDay.
Ricordiamo le parole di Paolo Vineis in Salute senza confini: ""diritto alla salute è anche non essere esposti a minacce, cioè fare in modo che il mondo torni ad essere abitabile senza dover paventare temibili virus ed effetti del cambiamento climatico"". https://t.co/pfXQs4vdhz",">=40","male"
"40","Oggi è la Giornata mondiale della salute, ma c'è ancora chi assicura e investe nel più inquinante dei combustibili fossili, causa di morti premature e malattie respiratorie croniche. 
Respiriamo tutt@ la stessa aria.
Fuori oggi il report ""Cambiamento climatico assicurato"" 👇 https://t.co/qWQmz4qUZi","<=18","male"
"41","Oggi è la #giornatamondialedellasalute
Questa celebrazione mira ad aumentare la consapevolezza sul tema della salute aiutando, negli anni, a portare alla luce importanti problemi come la salute mentale, l’assistenza materna o il cambiamento climatico
#7aprile #WorldHealthDay https://t.co/jxodRKdrTO",">=40","male"
"42","@citizen20127 Non sarà mai possibile andare oltre il 10%. Ora le cose stanno andando molto diversamente, molto in fretta. I costi sono comunque inferiori a quanto non costa l’attuale infrastruttura, responsabile del cambiamento climatico ed I cui danni ad ambiente e salute vengono socializzati","30-39","female"
"43","#LaNostraItalia: La #bioeconomia circolare intesa come rigenerazione territoriale con al centro la salute del suolo è pilastro dell’economia italiana e strumento essenziale delle strategie e politiche europee del #GreenDeal per arginare il cambiamento climatico 🎙Bastioli https://t.co/XcXDBgOR55",">=40","male"
"44","Motore Sanità, Tavolo di lavoro “Salute, pandemia da Covid-19 e cambiamento climatico: è possibile pensare a una Sanità Green?” https://t.co/GT8JW9CgCL",">=40","male"
"45","Motore Sanità, Tavolo di lavoro “Salute, pandemia da Covid-19 e cambiamento climatico: è possibile pensare a una Sanità Green?” https://t.co/ZkEAoEeoUQ“salute,-pandemia-da-covid-19-e-cambiamento-climatico-è-possibile-pensare-a-una-sanità-green”.html",">=40","male"
"46","@ItalyMFA @MarinaSereni @CD_esteri @Montecitorio @mercosur Governo deve avere buona politica di interessi nazionali: proteggere democrazia, contrastare cambiamento climatico, contenere pandemia sostenendo la salute pubblica (produrre vaccini), creare economia autosufficiente, diminuire sprechi -burocrazia, custodire legami - alleanze",">=40","male"
"47","@Palazzo_Chigi Governo deve concentrare sua politica su interessi nazionali: proteggere la democrazia, affrontare il cambiamento climatico, contrastare pandemia sostenendo la salute pubblica (produrre vaccini), creare economia autosufficiente, diminuire sprechi -burocrazia, difendere società",">=40","male"
"48","Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",">=40","male"
"49","Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",">=40","male"
"50","#alberiesalute, l'assessore di Firenze @CeciliaDelRe: lotta al cambiamento climatico al centro della pianificazione. Nei cittadini c'è 'fame' di verde; oggi ne  abbiamo 21 mq per abitante, e aumenterà 
#ambiente #Comuni 
@MattBiff @simonegheri @regionetoscana @comuni_anci https://t.co/E5HBU8Zbcl",">=40","female"
"51","#alberiesalute, Bernardo Gozzini del Lamma: la pianificazione del #verdeurbano deve tenere conto del cambiamento climatico per  temperature, vento, eventi estremi 
#ambiente #Comuni
@MattBiff @simonegheri @regionetoscana @comuni_anci https://t.co/FhsQ5uL83I",">=40","female"
"52","Il 2020 non deve essere ricordato solo per la #pandemia. Un'altra emergenza deve essere sempre considerata: il cambiamento climatico. 
Il rapporto 2020 sullo stato di salute del #clima dimostra come la condizione del pianeta #Terra non migliora.
 https://t.co/GXojxcuinZ https://t.co/HewGn5QLtC",">=40","male"
"53","#EarthDay2021 #RestoreOurEarth L'obiettivo di questa #giornatamondialedellaterra è quello di sollecitare soluzioni contro il degrado ambientale e il cambiamento climatico perché solo un Pianeta sano è garanzia di sussistenza, lavoro e salute per l'umanità! 🌍 https://t.co/DmrzfxSVqf",">=40","male"
"54","Il cambiamento climatico minaccia gli ultimi 50 anni di progressi nelle politiche di salute pubblica globale, attraverso ondate di caldo estremo, minacce ai sistemi alimentari e idrici e malattie infettive.

https://t.co/96yE4bt98K",">=40","male"
"55","#giornatamondialedellaterra #giornatadellaterra #GiornataDellaTerra2021

#DMEVC Il cambiamento climatico non è un rischio per la salute?

Ne abbiamo parlato della nostra scheda a cura de 
@ilpensiero 👉 https://t.co/K55s3WYKcH https://t.co/bfzsUoSES0","30-39","female"
"56","Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",">=40","male"
"57","Buon giovedì a tutti nella 51esima Giornata della Terra,
Il tema di quest'anno è ""Restore Our Earth""  obiettivo è di sollecitare soluzioni contro il degrado ambientale e il cambiamento climatico perché solo un Pianeta sano è garanzia di sussistenza, lavoro e salute per l'umanità. https://t.co/jRMcm1cOpf",">=40","male"
"58","",">=40","male"
"59","Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZT2hts #climatechange",">=40","male"
"60","Invece continuano a parlarci di ""salute, lotta alla pandemia e ai cambiamenti climatici""

Cambiare, essere proni come bestie, anzi supini di fronte al cambiamento...per scongiurare il cambiamento climatico (Lascenza) https://t.co/ziezm9EeiH",">=40","male"
"61","Come fa l'UE a finanziare la scienza d'eccellenza, le innovazioni rivoluzionarie e a sostenere i talenti della ricerca? Attraverso Orizzonte Europa! 

Scopri come questo programma affronta sfide globali come:
🌍cambiamento climatico 
🤖digitalizzazione
🧬salute",">=40","male"
"62","Cambiamento climatico e pandemie: cambiare prima che sia troppo tardi. Le proposte per il #PNRR, per la protezione degli #ecosistemi, dell’#ambiente in cui viviamo e della #salute umana e degli organismi viventi. https://t.co/k0ye86FFFv",">=40","male"
"63","Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",">=40","male"
"64","Per combattere il cambiamento climatico abbiamo bisogno di ecosistemi marini in salute. Nell'isola di San Juan i ricercatori stanno combattendo l'estinzione della Sunflower Sea Star, una stella marina in grado di assorbire CO2. Ne scrive Beatrice Martini: https://t.co/OcYixu2EmT","30-39","male"
"65","Quanto costa il consumo di carne in Italia?   
A milioni di animali costa la vita.
All’ambiente e alla nostra salute?
Cambiamento climatico, inquinamento, maggiore incidenza di malattie.
Esattamente quanto?   
37 miliardi € ogni anno, solo in It.
👉 https://t.co/Lq9vl5PDUa",">=40","male"
"66","Min. @luigidimaio ha incontrato a #G7 il suo omologo 🇯🇵 @moteging. 
Dialogo su Indopacifico e ampia collaborazione sul piano multilaterale con contrasto al cambiamento climatico nell’ambito della @COP26 e impegno comune per salute pubblica, pilastro della Presidenza 🇮🇹 @g20org. https://t.co/9ukc5VydJw",">=40","female"
"67","Questa mattina a #G7UK il Min. @luigidimaio ha incontrato il MAE canadese Garneau 🇨🇦. Eccellente cooperazione Italia-Canada sui temi globali della Presidenza 🇮🇹 @g20org, inclusi il contrasto al cambiamento climatico e la riposta globale alla pandemia in tema di salute pubblica. https://t.co/OLhAnSheKD",">=40","female"
"68","Cambiamento climatico: gli impatti sulla salute mentale.  I costi segreti del cambiamento climatico. Esiste una chiara relazione tra l’aumento delle temperature e il numero di suicidi. Vivere in primapersona un evento climatico estremo aumenta

https://t.co/B8wa2t1JjG https://t.co/KDM5ei7yxw","30-39","male"
"69","Secondo uno studio britannico, la salute mentale è «l'impatto invisibile del cambiamento climatico in questo momento».

#crisiclimatica
#clima 

https://t.co/A5iUp8dYp7",">=40","male"
"70","Azioni umane e cambiamento climatico stanno minacciando le foreste pluviali dell’Africa. Per la salute del pianeta capire come intervenire è vitale. https://t.co/VFBzvz3YAm","30-39","female"
"71","Poiché il cambiamento climatico ha un impatto sulla salute respiratoria, è nostro dovere ridurre la nostra produzione di #carbonio per un futuro più green. Ci auguriamo che altre aziende del settore si uniscano per dare la priorità a #ActionOverWord: https://t.co/HSTY5sh4SD https://t.co/zAM6tvu2nI",">=40","male"
"72","Non è un problema solo per il mare, ma anche per il clima e la nostra salute: la plastica infatti è prodotta a partire da petrolio e gas fossile, e contribuisce al cambiamento climatico durante tutto il suo ciclo di vita, dalla produzione all’incenerimento.","30-39","male"
"73","Poiché il cambiamento climatico ha un impatto sulla salute respiratoria, è nostro dovere ridurre la produzione di #carbonio per un futuro più 'green' e più sano. Ci auguriamo che altre aziende del settore si uniscano per dare priorità a #ActionOverWords: https://t.co/HSTY5sh4SD https://t.co/9y8NuaOZE2",">=40","male"
"74","tranquillità. Prosegue con ""a meno di non volersi avventurare in una rivoluzione di sistema"". Certo perchè la cosa importante per Stagnaro&amp;Testa non è ne il cambiamento climatico, ne l'indipendenza energetica, ne la salute pubblica, ... il punto è non modificare lo status quo.","30-39","female"
"75","#ClimateChange #SaveThePlanet #Noncèpiutempo #Ambiente #Animali #Salute #Inquinamento e cambiamento climatico, allarme a #Istanbul: il mar di #Marmara è invaso dalla mucillagine
https://t.co/RBhs0IeKrJ",">=40","female"
"76","🔵""L'Europa è determinata a prendersi cura della salute del pianeta. Stiamo guidando la lotta al cambiamento climatico, ma da soli non possiamo farcela. 

È necessaria un'azione globale urgente per contrastare l’emergenza ambientale""@EP_President #giornatamondialedellambiente https://t.co/Ga3SxAthVw",">=40","male"
"77","Oggi è la #giornatamondialedellambiente 
la lotta al cambiamento climatico è la chiave per riportare in salute l’ecosistema e salvare il nostro pianeta🌍
Scopri cosa sta facendo il Parlamento per raggiungere la neutralità climatica in Europa🇪🇺per il 2050⤵️
https://t.co/2nYe3Vc9Mu https://t.co/yIaG1Ma0FC",">=40","male"
"78","🔵”L’Europa è in prima linea nel proteggere la salute del nostro pianeta. 
Stiamo guidando la battaglia contro il cambiamento climatico ma non possiamo farlo da soli. 
È necessaria un’azione immediata a livello globale per far fronte a questa emergenza” @EP_President Sassoli https://t.co/ZJa2feHTPs",">=40","male"
"79","🔹l'erosione del suolo mette a rischio la salute, i mezzi di sussistenza e la sicurezza di moltissime persone;
🔹il cambiamento climatico sta accelerando questi processi; l'impatto sull'ambiente montano è particolarmente evidente.

#giornatamondialedellambiente 

[3/4]",">=40","male"
"80","style=-font-family: tahoma; font-size: 11pt; text-align: justify;--&gt;Takeda si impegna a garantire una salute migliore per le persone e un futuro più luminoso per il mondo: proteggere il Pianeta, quando gli effetti del cambiamento climatico… https://t.co/j8HUhgXgj2 #rieti #news https://t.co/VrtHrH2B7l","30-39","male"
"81","La Ocean Race Europe è un evento velistico tutto nuovo: raccogliendo l'eredità della storica Ocean Race, ha come scopo la sensibilizzazione al cambiamento climatico e a prendersi cura della salute degli oceani. ⛵️🌊💙

#TheOceanRaceEurope https://t.co/FBzdY13CfP",">=40","male"
"82","Le molecole organiche risultano una risorsa cruciale per le #tecnologiequantistiche, grazie alla loro versatilità e riproducibilità, con possibili applicazioni in campo medico e ambientale.➡️ https://t.co/gNL0K1vTTu
#cambiamentoclimatico #fisica #molecoleorganiche #saluteglobale https://t.co/DuuTsJ5bIR",">=40","male"
"83","@citytaxitorinoImplementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/MfJwhVy1fS https://t.co/wUxsyP2IR4",">=40","male"
"84","RT twitorino ""Implementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/Eczbs22xWp https://t.co/anzVPJmcyW""",">=40","male"
"85","Implementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/Fvn85U5fPW https://t.co/7jDRUptdjv",">=40","male"
"86","Gli #EarthExplorer dimostrano nuove tecnologie spaziali e forniscono risposte a domande scientifiche chiave, per aiutare ad affrontare future questioni sociali come disponibilità di cibo, acqua, energia e risorse , salute e cambiamento climatico. #EarthExplorer #ESA #EO https://t.co/07bhJSraFd",">=40","male"
"87","Stress, pandemia, ma non solo. Uno studio dell’Imperial College conferma l'impatto del cambiamento climatico sulla #salutementale 🧠 @rinnovabiliit 

#Fenascop 

https://t.co/RLlYKebDvW","19-29","male"
"88","Università di Catania e Croce Rossa Italiana si alleano per promuovere la corretta informazione sui temi del cambiamento climatico globale, della salute, delle questioni sociali e dei giovani. @crocerossa @uni_ct #unitaliacheaiuta https://t.co/ui1eUFrLpr",">=40","male"
"89","Servono maggiori equilibri e consapevolezze. Salute marina e cambiamento climatico sono strettamente interconnessi. Il nostro intento futuro: ridurre l'uso della plastica monouso in montagna. 
#madonnadicampiglio #giornatamondialedeglioceani #WorldOceanDay

📸 by A. Giacometti https://t.co/sIcyPUdIh1",">=40","male"
"90","#Plastica, inquinamento, cambiamento climatico e sfruttamento indiscriminato delle risorse ittiche, è allarme per la salute degli #oceani.🌊 
https://t.co/TQMMSdWd6Y @HuffPostItalia @degirolamoa
#WorldOceansDay #giornatamondialedeglioceani","<=18","male"
"91","@jacopogiliberto @Maximix1970 Sempre metodo price gap . È un modo di leggere il fenomeno Jacopo. Non l’unico. Sia stime OECD che diversi analisti calcolano nei sussidi altre cose rispetto a quello che fa IEA. IMF calcola 5.3T$ (includendo danni alla salute pubblica e danni da cambiamento climatico)...","30-39","female"
"92","Vi aspettiamo domani 22 giugno 2021 alle ore 17,00 per discutere di Ambiente, Cambiamento climatico, Salute ed Economia e Giustizia sociale. Facciamo sentire la voce dei cittadini europei nella #ConferenzasulfuturodellEuropa. #TheFutureIsYours https://t.co/c5w85BH02o",">=40","male"
"93","Uno studio svela quante persone muoiono a causa dei cambiamenti climatici | Italia che cambia https://t.co/EmhyCQwDyj 
Al momento, questo studio rappresenta la più ampia ricerca che abbia mai indagato gli impatti sulla salute del cambiamento climatico.",">=40","male"
"94","La campagna di disinformazione delle aziende petrolifere sul cambiamento climatico segue le orme di quella dei produttori di sigarette sugli effetti del fumo sulla salute. Via @valigiablu
https://t.co/n8JOPlZe2n","19-29","male"
"95","Secondo i climatologi, sembra esserci stato un aumento di polvere nel XX secolo, dovuto per metà al cambiamento climatico e metà alla variazione dell'impiego del territorio della regione del Sahara.

Questo aumento è rilevante sia per la salute, sia per il clima.","<=18","male"
"96","La minestra di orzo e farro che fa bene alla salute (e che il cambiamento climatico mette a rischio) - https://t.co/nZh5kqVZfz https://t.co/GW9MrgGZot",">=40","male"
"97","Con il suono simile a un cuore che batte, gli alberi ci parlano; ci informano sul loro stato di salute, sono le sentinelle nella lotta contro il cambiamento climatico. Un ciclo di #Tresoldi per imparare ad ascoltarli, un podcast per conoscere il bosco, qui https://t.co/egj94e5JvJ https://t.co/BJ2bJkUT76","<=18","male"
"98","",">=40","male"
"99","@MiTE_IT #Italia #Ambiente #Clima #Animali #Salute #ClimateChange #SaveThePlanet #Noncèpiutempo #BastaAllevamenti #Convertitevi #GoVegan 
Cambiamento climatico fondi #UE non hanno ridotto emissioni dell #agricoltura La denuncia della Corte dei Conti Ue https://t.co/cHFLgj0U8p",">=40","female"
"100","Cinema: scelti finalisti premio Ifad/Copeam a Sicilymovie. Cambiamento climatico e salute ecosistema i temi principali | #ANSA https://t.co/1k42BPWRQo",">=40","male"
"101","per spingere la classe politica ad agire relativamente al cambiamento climatico che cosa dobbiamo fare?? in un mondo normale una persona non arriva a testimoniare un livello di noncuranza tale da far pensare che solo minacciando la loro salute fisica si possano ottenere risultati","<=18","male"
"102","Pandemia e cambiamento climatico. due emergenze (forse collegate) che impongono la ricerca di nuovi modelli di sviluppo sostenibile. https://t.co/vkm7U2Z1fZ L'editoriale di @GEliaValori @AdolfoTasinato @MiTE_IT @MinisteroSalute https://t.co/8vVe9W7hTp",">=40","male"
"103","#Eu #Italia #Mondo #ClimateChange #SaveThePlanet #Noncèpiutempo #Ambiente #Animali #Clima #Salute #BastaAllevamenti #BastaDeforestazioni 
#GoVegan #BastaCemento #IndustrieBastaInquinamento
#Alluvioni in #Germania decine di morti   #cambiamento #climatico https://t.co/kc5mC0ndWd",">=40","female"
"104","@_christiania_ @udogumpel Oltre l'ultima performance c'è anche la prossima gestione della pandemia in NRW, senza basi su scienza o salute pubblica. Poi l'assoluta mancanza di strategia sul tema cambiamento climatico. Temo che la CDU in ogni caso abbia elettori più o meno fissi, a cui non importa nulla.",">=40","female"
"105","Che cos'è la solastalgia (e in che modo il cambiamento climatico sta compromettendo la nostra salute mentale). https://t.co/UH0iGniL56","19-29","male"
"106","🌎🌱A Napoli #G20 su clima, ambiente e salute. 
Tra i temi, il contrasto al cambiamento climatico, l'accelerazione della transizione ecologica, la  ripartenza sostenibile e inclusiva.  
L'articolo di @ArpaCampania su @SNPAmbiente 👉https://t.co/G5IhNoE9bK
#G20Italy @MiTE_IT",">=40","male"
"107","Salute mentale e fisica, i problemi che derivano dal cambiamento climatico. Di @GEliavalori. 
#Clima #Salute #ambiente @Stefreelance @ademofonti @FabioVanorio @ikaloup @IlariaColombo1 @paganett @PecoraroScanio @atanor7 @giornali_it @ItalianPolitics @paoloigna1 @rosanna_vespoli https://t.co/iGZ59RdKs6 https://t.co/F9aLX9byjO",">=40","male"
"108","Tutti i problemi del cambiamento climatico sulla salute fisica e mentale https://t.co/gA1rXNWr6a",">=40","male"
