"","text","age","gender"
"11","""Ilmastonmuutos on 2000-luvun vakavin uhka ihmisten terveydelle ja ilmastonmuutoksen terveysvaikutukset näkyvät jo Suomessakin, lääkärijärjestöt muistuttavat."" #Agenda2030 

https://t.co/XpSgZ317Jz",">=40","female"
"12","Suomalaiset lääkärijärjestöt vetoavat päättäjiin ilmasto- ja kestävyystoimien vauhdittamiseksi. Ilmastonmuutos on 2000-luvun vakavin uhka ihmisten terveydelle, ja ilmastonmuutoksen terveysvaikutukset näkyvät jo Suomessakin
https://t.co/geEm95flDT",">=40","male"
"13","Lääkärit julistivat ilmastohätätilan: Ilmastokriisi on terveyskriisi, joka uhkaa myös suomalaisten terveyttä  https://t.co/w64KD8WciR #Ilmastohätätila #Ilmastonmuutos #Terveyskriisi #Lääkärit @Vastuullisuus",">=40","male"
"14","Suomalaiset lääkärijärjestöt julistavat ilmastohätätilan! 🆘

""Ilmastonmuutos on 2000-luvun vakavin uhka ihmisten terveydelle, ja ilmastonmuutoksen terveysvaikutukset näkyvät jo Suomessakin.""

https://t.co/0c9VLXOdnJ

#ilmastohätätila #ilmastokriisi #NytOnPakko https://t.co/fQcaXCPKL3","19-29","female"
"15","Lääkärijärjestöt julistavat #ilmastohätätila’n. #Ilmastonmuutos uhkaa ihmisten terveyttä. Nopeat yhteiskunnalliset muutokset ovat välttämättömiä. #lääkäreidenilmastorintama #ilmastoteoistaterveyttä #suunterveys #terveys
https://t.co/l6yJjYL4Ni",">=40","male"
"16","Tärkeä yhteinen kannanotto Suomen lääkärijärjestöiltä👍 
""Luonnonvarojen kestämätön käyttö, ilmastokriisi ja luonnon monimuotoisuuden romahtaminen ovat merkittäviä terveysuhkia ja vaikuttavat ihmislajin tulevaisuuteen."" 

Kovia päätöksiä #ilmastonmuutos on todella tehtävä,  pian. https://t.co/PWes2mOFdu",">=40","female"
"17","Suomalaiset lääkärijärjestöt julistavat #ilmastohätätila'n. Ilmastonmuutos on vakava uhka terveydelle. Koronapandemian ei tule hidastaa vaan vauhdittaa ratkaisuja 👍#ilmastonmuutos #terveys #lääkärit #ilmastoteoistaterveyttä https://t.co/w211jIX2eP",">=40","female"
"18","Ilmastonmuutos on 2000-luvun vakavin uhka ihmisten terveydelle ja ilmastonmuutoksen terveysvaikutukset näkyvät jo Suomessakin, lääkärijärjestöt muistuttavat. https://t.co/AwimqlFpKw",">=40","female"
"19","Ilmastonmuutos uhkaa myös suomalaisten terveyttä – Suomen Lääkäriliitto julisti ilmastohätätilan https://t.co/MlCx5MQhdu #ilmasto #ilmastonmuutos #lääkäriliitto #ilmastohätätila #terveys #kansanterveys",">=40","male"
"20","Ilmastonmuutoksen suorat terveysvaikutukset näkyvät jo Suomessa muun muassa vektorivälitteisten tautien, helleaaltojen terveyshaittojen ja liukastumisten lisääntymisen kautta.
Ilmastonmuutos vaikuttaa myös pandemioiden riskiin.https://t.co/gZNiTTdxtd",">=40","male"
"21","#Ilmastonmuutos on 2000-luvun vakavin uhka ihmisten terveydelle. Lääkärijärjestöt vetoavat päättäjiin ilmasto- ja kestävyystoimien vauhdittamiseksi. #ilmastohätätila #lääkäreidenilmastorintama #ilmastoteoistaterveyttä #suunterveys #terveys https://t.co/1TsKFIEVPj https://t.co/yPtwvPiFql",">=40","male"
"22","Hyvinvointia työstä 2030-luvulla https://t.co/jizyTQVpxl @tyoterveys raportti, näkymiä tulevaisuudesta, keinoja varautua tulevaisuuteen ja vaikuttaa siihen.  
#priorisointi #yhteensovittaminen #digitalisaatio #työvoimapula #väestörakenne #ilmastonmuutos #hyvinvointiatyöstä2030 https://t.co/dcUkKua6WQ","<=18","male"
"23","Ohjaamani ajankohtainen post-apokalyptinen video on kerännyt hitokseen kehuja ja jo 4000 katselua eri alustoilla. Mielestäni aika hyvin tuntemattomalle tekijälle/bändille.

https://t.co/gJpaR9zd1v

#tiedevastaisuus #ilmastonmuutos #populismi #terveys #kulkutautimyönteisyys #2020 https://t.co/TzgyU9qqF0","<=18","male"
"24","Tervetuloa seuraamaan Ilmastonmuutos ja terveys -akatemiaohjelman avajaisseminaaria verkossa 13.1. Tilaisuudessa esitellään #CLIHE-ohjelman tutkimushankkeet ja keskustellaan miten valmistautua ilmastonmuutoksen aiheuttamiin terveysvaikutuksiin. Lue lisää👉 https://t.co/5uZyTtfaRb https://t.co/D3tutknEz6",">=40","male"
"25","Terveys, riskit ja ilmastonmuutos: altistumisen, hasardien ja haavoittuvuuden kytkennät eri alue- ja aikaskaaloissa: HERCULES-hanke parantaa mahdollisuuksia rakentaa terveellistä kaupunkiympäristöä muuttuvassa ilmastossa. Katso esittelyvideo 🎥 https://t.co/5fdVChOdSX  #CLIHE",">=40","male"
"26","Tutkijajoukolta aika kylmäävä arvio: edessämme odottavat massasukupuutot, lisääntyvät terveysongelmat sekä ympäristön tuhoutumisesta johtuvat poliittiset ja sosiaaliset mullistukset. #ilmastonmuutos #biodiversiteetti  

https://t.co/o9OUt9XWzh",">=40","female"
"27","Terveystieto ja talousoppi pitäisi yhdistää jotenkin paremmin. Kuka ennustaa parhaiten kuinka monta henkilöä voi kutsua ensi viikon tapahtumiin? @niinisto #nyrkki #iltasauna pohdinnat¿  @elinalepomaki
@TereSammallahti @MikaelJungner  

Ps. +Biologia/maantiede #ilmastonmuutos",">=40","male"
"28","Innovatiivinen oppiminen, arviointi ja toiminta lähiöissä - lähestymistapa ilmastonmuutoksen hillintään ja sopeutumiseen. Tutustu tarkemmin hankkeeseen, katso esittelyvideo 🎥 https://t.co/yCX5pQ5e94 #CLIHE #ilmastonmuutos #terveys",">=40","male"
"29","Kuumuuden terveyshaitat muuttuvassa ilmastossa: ilmastonmuutoksen myötä helteisiin liittyvät terveysriskit tulevat väistämättä kasvamaan Suomessa, sillä pohjoiset alueet lämpenevät keskimääräistä nopeammin. Katso esittelyvideo 🎥 https://t.co/H9j2jpPgvK #CLIHE #ilmastonmuutos",">=40","male"
"30","Tänään käynnistyi @SuomenAkatemia'n Ilmastonmuutos ja terveys-akatemiaohjelma #CLIHE Kick-offissa @r_sauerborn havainnollisti ilmastonmuutoksen vaikutusten kohdentumista lapsillemme ja lastenlapsillemme. 4 asteen lämpenemisen terveysvaikutuksia emme pysty juuri hallitsemaan. https://t.co/ANAOl2XspZ","30-39","female"
"31","Arktisten yhteisöjen resilienssi borealisen ympäristön muutoksessa -hanke: metsäpalojen ja tautien riskinarviointi: ilmastomallien datan avulla selvitetään borrelioosin esiintyvyys ilmaston muuttuessa. Katso esittelyvideo https://t.co/ql8i7XcjNa #CLIHE #ilmastonmuutos #terveys",">=40","male"
"32","Tutustu All-impress -hankkeeseen: siitepölyallergioiden lisääntyminen ja oireilun paheneminen vaikuttavat merkittävästi kansantalouteen ja hyvinvointiin. Katso esittelyvideo https://t.co/aPxcYKgdoD #CLIHE #ilmastonmuutos #terveys",">=40","male"
"33","#Ilmastonmuutos ja #terveys -akatemiaohjelman hankkeet esittäytyvät lyhyillä videoilla. Löydät kaikki videot jälkikäteen aihetunnisteella #CLIHE. 
Lue lisää #CLIHE-akatemiaohjelmasta 👉https://t.co/iF7u4AxKyu",">=40","male"
"34","Miten valmistautua #ilmastonmuutos aiheuttamiin terveysvaikutuksiin? Mielenkiintoinen paneelikeskusteu tarjolla tänään @SuomenAkatemia uuden tutkimusohjelman avajaisissa. 

@SYKEinfo'n tutkijoita mukana tässä vaikuttavassa ohjelmassa. #CLIHE #tutkimus #vaikuttavuus https://t.co/r3clzx4Y43",">=40","female"
"35","Tervetuloa seuraamaan Ilmastonmuutos ja terveys -akatemiaohjelman avajaisseminaaria klo 12.30 alkaen. Tilaisuudessa esitellään #CLIHE-ohjelman tutkimushankkeet ja keskustellaan miten valmistautua ilmastonmuutoksen aiheuttamiin terveysvaikutuksiin. Seuraa👉https://t.co/2PreNyezE0 https://t.co/HAhts7BtIK",">=40","male"
"36","@KlausLindh Vihreiden mielenterveysongelmille on löytynyt selvä syy !!??
Lumen puute ja ""ilmastonmuutos"" !!",">=40","male"
"37","Tervetuloa seuraamaan Ilmastonmuutos ja terveys -akatemiaohjelman avajaisseminaaria verkossa 13.1. Tilaisuudessa esitellään #CLIHE-ohjelman tutkimushankkeet ja keskustellaan miten valmistautua ilmastonmuutoksen aiheuttamiin terveysvaikutuksiin. Lue lisää👉https://t.co/5uZyTtfaRb https://t.co/oSIK9kTKA3",">=40","male"
"38","@MalinHeidi1 Ongelmia syntyy, jos strateginen rahoitus kasvaa liikaa. Suomen Akatemia suuntaa rahoitusta seuraaviin teemoihin: ilmastonmuutos, demokratia, eriarvoisuus ja työnmurros. Siellä voisi olla myös terveys. Ehkä voisi väittää, että säätiöiden teemahaut uhkaavat myös tieteen vapautta.","30-39","male"
"39","Tervetuloa kommentoimaan STM:n hallinnonalan ilmastonmuutokseen sopeutumissuunnitelmaa 2021 #ilmastonmuutos #terveys #hyvinvointi https://t.co/V4cfQEVLXS",">=40","female"
"40","Eniten palautetta tulee jutuista, joiden aiheena on maahanmuutto, sukupuolikysymykset, terveys ja ravinto. Myös ilmastonmuutos, luonnonsuojelu, pedot, saamelaiset sekä USA:n vaalit kuumentavat. Ketjussa poimintoja painostuksesta numeroina.👇
#journalismi 

https://t.co/N7QZB49Ocx","19-29","female"
"41","Suunnitelma muuttuvaan ilmastoon varautumiseksi sosiaali- ja terveysministeriön hallinnonalalla on nyt kommenteilla! #ilmastonmuutos #sopeutuminen #varautuminen #hyvänsäänaikana https://t.co/uD9uykCqRm",">=40","female"
"42","Sosiaali- ja terveysministeriö julkaisi suunnitelmaluonnoksen ilmastonmuutokseen sopeutumisesta. Luonnos on yleisön kommentoitavana 19. helmikuuta asti. #ilmastonmuutos #sopeutuminen #terveydenhuolto  https://t.co/U7jwvPdZ59","<=18","male"
"43","✔️Ilmastopäästöt vähenisivät REILUSTI
✔️Kolesteroli laskisi ja #vegaani-Suomi olisi todennäköisesti myös nykyistä terveempi
#vegaaninen #vegaanihaaste #ilmasto #ilmastovaikutus #ilmastonmuutos #ympäristö #kasvisruokavalio #terveys #elintarvike #ruokaketju #maatalous",">=40","female"
"44","New York kehoittaa asukkaita valmistautumaan erittäin kylmään viikonloppuun/varoittaa pakkasen terveysvaaroista.Osavaltion ylä-ja koilisosissa on poikkeksellisen kylmää n.-20 astetta
#FridaysForFuture #talvi #ilmastonmuutos #winter

https://t.co/R83XIUtcO0
https://t.co/T4cqoOSJki",">=40","male"
"45","@rockaholic67 Ilmastonmuutos, tupakoinnin haitalliset terveysvaikutukset, kasvissyönti ja toksisesta maskuliinisuudesta vapautuminen koituivat teutoni-uroksen kohtaloksi... 😉",">=40","male"
"46","Koko blogi tässä ketjuna: Ajattelen, että poliitikkojen keskeinen tehtävä on löytää myönteisiä ratkaisuja yhteiskuntamme ja maailman suuriin haasteisiin – sellaisiin kuin eriarvoisuus, ilmastonmuutos, syrjintä, terveyserot ja mielenterveysongelmat sekä työelämän kuormitus. 1/",">=40","male"
"47","@PlaMattila Lukion kokonaisuuksia suunnitellessa kannattaa huomioida https://t.co/M1L8JYoJWv, jossa sisällöt tulevaisuuden elinympäristöt, terveys ja hyvinvointi sekä kiertotalous ja ilmastonmuutos. Kokonaisuuteen liittyy #mytech päivä, jolloin opintokäynnit korkeakoulu ja teknologiayritys!",">=40","female"
"48","CLC käynnistää Ilmasto ja terveys -teemaryhmän. Ilmastonmuutos uhkaa terveyttä ja sen hillitseminen tuo merkittäviä terveyshyötyjä todettiin CLC:n ja @Laakariliitto seminaarissa. @kati_myllymaki @mapetti @SannaLauslahti @EskolaJuhani @BonoPetri 

https://t.co/1rsTe26HqH",">=40","male"
"49","”Puolueiden kannatus onkin suurelta osin kiinni siitä, kuinka paljon hyviä ehdokkaita ne saavat kuntiin.”

Minulle terveys, sosiaalinen eriarvoisuus ja ilmastonmuutos tärkeitä aiheita. Entä sinulle?

Ilmoittaudu/vinkkaa ehdokkaasta:
https://t.co/uCXRq2Ost2 https://t.co/14uoDONFbJ","30-39","female"
"50","Terveyssektori voi osaltaan hillitä ilmastonmuutosta sekä omilla toimillaan että yhteistyössä muiden kanssa, totesi Markku Tervahauta @mapetti @THLorg Climate Change and Health -webinaarissa @CLC_fi @Laakariliitto #ilmastonmuutos #terveys https://t.co/nYSyr26x9d",">=40","male"
"51","Ilmastoteot ovat terveystekoja #ilmastonmuutos #ilmastokriisi  https://t.co/aNJaSE2gGg",">=40","male"
"52","Miten ilmastonmuutos vaikuttaa sosiaali- ja terveysalalle? Uusi sopeutumissuunnitelma valmistelussa. Nyt mahdollisuus kommentoida.
 https://t.co/AqepLxvWeS",">=40","male"
"53","#Ilmastonmuutos voi voimistaa terveysriskejä ja vaikuttaa terveydenhuoltoon. Miten varautua ja sopeutua uhkiin? Muistetaan, että #hopeavesi on haitallista. Nämä ja muut ajankohtaisteemat luettavissa @THLorg #Ympäristöterveys uutiskirjeestä.👇
https://t.co/NfbklKBWBm https://t.co/EMUpfIF6hu",">=40","female"
"54","#Ilmastonmuutos tuo mukanaan myös #terveys'riskejä. 

@STM_Uutiset @THLorg ja @tyoterveys ovat laatineet yhdessä luonnoksen suunnitelmaksi muutokseen sopeutumista varten.  

Luonnosta voi kommentoida https://t.co/ZlZJ10Zhub palvelussa 19.2. asti. Lue: https://t.co/okpjtC4bVU. https://t.co/0TGOiTz7YY","<=18","male"
"55","Myös sosiaali- ja terveydenhuollon kannattaa varautua ilmaston muuttumiseen.

Haluatko kommentoida ilmastonmuutokseen sopeutumisen suunnitelmaa? Tee se viimeistään 19.2. otakantaa.fi-palvelussa. #ilmastonmuutos #terveys

Lue lisää 👇  https://t.co/xfDRa2spcS",">=40","male"
"56","Ympäristöterveys-uutiskirje 2/2021

👉ilmastonmuutoksen sopeutumissuunnitelmat
👉sisäilman toksisuustestit
👉jäteveden koronahavainnot
👉hopeaveden somemarkkinointi

Lue: https://t.co/kBSg33cCjR
Tilaa: https://t.co/dVcapRSXBY

#ilmastonmuutos #sisäilma #korona #hopeavesi https://t.co/teAunD9916","30-39","female"
"57","Loimme @EspooEsbo ja @vantaa opiskelijoiden kanssa vuoden 2035 tulevaisuuskuvia kumppaneittemme @eduix
 #Molnix @Kierratyskeskus @popitmed @BearitOy
 liiketoimintaympäristöistä. Tekoäly, ilmastonmuutos, ikääntyminen ja terveysteknologia -miten ne keskinäisvaikuttavat? @laureauas https://t.co/Jvmhy0c5jc",">=40","male"
"58","Näin maailman suurimmat uhat vaikuttavat #työsuojelu'un ja työterveyteen. #digitalisaatio #eriarvoisuus #etätyö #ilmastonmuutos #työterveys #työntulevaisuus @STM_Uutiset ""World's greatest threats directly impact occupational safety and health."" https://t.co/eyAYJxn0Sh",">=40","female"
"59","Viitteen tiedepuoluepaneeli “Ilmastoteoista terveyttä” käynnistymässä nyt! 

Mukana kuntaavaaliehdokkaat Olga Gilbert (Vantaa), @jamihaavisto  (Helsinki) ja @MaaritLeinonen (Helsinki). 

Seuraa suorana tai tallenteena! 

#ilmastonmuutos #terveys #kuntavaalit #viite https://t.co/saUdgxm8R1",">=40","male"
"60","Myös #rakentaminen on sopeuduttava #ilmastonmuutos #lämpösaareke #kuumarasitus #terveys Kiitos #ReijaRuuhela @meteorologit #puurakentaminen #BioPaavo by @jamk #biotalous https://t.co/UlHBfgEY0a",">=40","female"
"61","Tulosta selittäviä tekijöitä, kun sosiaalista haavoittuvuutta kuumarasitukselle, ja rakennetun ympäristön ja rakennusten vaikutuksia tutkitaan mm. Ilmastonmuutos ja terveys tutkimusohjelman, #CLIHE, hankkeissa #ClimateHealthCHAMPS ja @heatclim. https://t.co/mVjUSEErSc","<=18","female"
"62","Tutkija levittää perättömiä väitteitä. Mitään merkkejä siitä, että esim. myrskyt tai myrskytuhot olisivat Suomessa lisääntyneet, ei ole. 

Ilmastonmuutos uhkaa Suomen turvallisuutta: ""Todennäköistä, että terveyskriisit lisääntyvät"" | Iltalehti https://t.co/E24zCSrETv",">=40","male"
"63","Ilmastonmuutos uhkaa Suomen turvallisuutta: ""Todennäköistä, että terveyskriisit lisääntyvät"" | Iltalehti https://t.co/9ylFqGue9f",">=40","male"
"64","Ilmastonmuutos uhkaa Suomen turvallisuutta: ""Todennäköistä, että terveyskriisit lisääntyvät""
https://t.co/hF1K61z4sC","30-39","male"
"65","#Luonto mahdollistaa myös ylimpien tarpeittemme täyttymistä, kuten yhteyden kokemista ja luovuutta. Ja lyhytkin luontossa olo edistää älyllistä kyvykkyyttämme. 

Ympäristömme terveys on suoraan yhteydessä meidän terveytemme, ja se on arvokkainta, mitä meillä on.

#ilmastonmuutos","30-39","female"
"66","Kanadassa varoitetaan asukkaita pitkään jatkuneen ja vielä pitkään jatkuvan äärimmäisen kylmyyden terveysriskeistä: hypotermiasta ja paleltumista.Tarkkailkaa hengenahdistusta,rintakipua, lihasheikkoutta, sormien mustumista. #talvi #ilmastonmuutos #winter

https://t.co/5vz0CAYL12 https://t.co/kaXo9tqiGs",">=40","male"
"67","Fossiilisten polttoaineet eivät ainoastaan aiheuta ilmastonmuutoksen, vaan lisäksi niiden aiheuttamiin saasteisiin kuolee vuosittain miljoonia ihmisiä. Siirtymä pois fossiilitaloudesta on myös terveysteko. #ilmastonmuutos #terveys #politiikka  https://t.co/MJJU2uZBXA",">=40","female"
"68","Jep. Ja Suomessakin kasvukausi alkaa aikaisemmin ja meillä on Etelä-Suomi koivuvaltaistumassa, eikös @heli_peltola. Lisäksi Euroopasta virtaa aina vain aiemmin siitepölyä Suomeen. Nämä näitä #terveysvaikutus #ilmastonmuutos #nyt asioita #siitepöly #metsät https://t.co/72QMv0fUDt","30-39","female"
"69","Kuntavaaleja ei tehdä yksin. Tule mukaan tai lahjoita, jos samaistut näihin teemoihin:

🌍Ilmastonmuutos pysäytetään kunnissa
🚑Terveyspalvelut eivät saa olla rahasta kiinni!

Jo 5e auttaa paljon! Lahjoitukset: https://t.co/9LNn8zW294

#Tampere #kuntavaalit2021 #Vihreät #tisuomi https://t.co/SJz2YLstKK","30-39","male"
"70","#Ilmastonmuutos ja #terveys - miten sopeutumis- ja varautumistoimilla voidaan huolehtia ilmastonmuutoksen tuomiin terveysvaikutuksiin? #sopeutuminen #uutiskirje
https://t.co/PpQ0Qv8rOP",">=40","female"
"71","Yleismaailmallinen ilmiö: Rikkaat rikastuvat, keskiluokka köyhtyy ja köyhät jäävät kokonaan yhteiskunnan ulkopuolelle. (Oxfam) 
#yle #tuloerot #terveyserot #ilmastonmuutos #rikkaat #köyhät #kokoomus 

https://t.co/TKKpFRsLny",">=40","male"
"72","Tästäkin aiheesta lisää tänään ilmestyneessä #Ilmastonmuutoshaltuun #uutiskirje'essä. 

Käykääpä kurkistamassa: https://t.co/MiwRajMAaI

#ilmastonmuutos #terveys #varautuminen @STM_Uutiset https://t.co/qVoFkD9o22","<=18","male"
"73","Ilmastonmuutos uhkaa Suomen turvallisuutta: ""Todennäköistä, että terveyskriisit lisääntyvät"" | Iltalehti https://t.co/LxCQCfTEC7",">=40","female"
"74","Asiapaneeli tulossa, check it out!
#ilmastonmuutos #mielenterveys https://t.co/33bRlcURSl","30-39","male"
"75","Vihdoinkin alkaa näkyä, että johdon palkitsemisessa on mukana muitakin vastuullisuustavoitteita kuin terveys ja turvallisuus. Monimuotoisuus- ja ilmastonmuutostavoitteet nousussa! #vastuullisuus #ESG #ilmastonmuutos https://t.co/knj2nbRJsH",">=40","female"
"76","@tyoterveys @nymannsara Ilmastonmuutos on kuulunut aina vauvojen, nuorten, aikuisten ja vanhojen ihan kaikkien meidän elämään. Ilmasto on muuttunut jo ennen ihmisten ilmaantumista, ja se tulee muuttumaan myös ihmisen sukupuuttoon kuolemisen jälkeen",">=40","male"
"77","Sitoutuminen terveyden huomioivaan kestävään #ilmastonmuutos politiikkaan vs. nykyiset päästövähennyssitoumukset vähentäisi kuolemia 9 maassa 2040 mennessä: 
- ruokavaliosta johtuvia 6,4M
- huonosta ilmanlaadusta 1,6M
- liikkumattomuudesta 2,1M

#planetaryhealth #kansanterveys https://t.co/TxIOWlTgss",">=40","male"
"78","Työ vie ison osan ajasta. Siksi sillä, mitä, miten ja millä töitä teemme, on väliä. Myös ympäristölle ja sitä myöten hyvinvonnille laajemmin. #ilmastonmuutos #HyvinvointiaTyöstä2030 @tyoterveys https://t.co/n851ChTZHy",">=40","female"
"79","Vaaliteemani lyhyesti. Avaan näitä myöhemmin lisää. Saa kopioida.
https://t.co/BlRdrc4rqQ
#kuntavaalit2021 #Nokiankaupunki 
#terveys #ilmastonmuutos #koulutus",">=40","male"
"80","Nämä ongelmat ovat jo täällä. Liian pitkään on menty esim. ilman kunnollisia sääsuojauksia rakennusvaiheessa. Rakennusten tulee ""kestää"" myös helteitä, ei vain kosteutta ja lumikuormia. #rakentaminen #asuminen #asumisterveys #kosteusvauriot #ilmastonmuutos
https://t.co/QTzJAnC3BA",">=40","female"
"81","@tyoterveys @JuhaSoini @nymannsara Kumpi näkyy työterveyslaitoksen kuvassa ilmastonmuutos vai suomen kustantama ruhtinaallinen elintason nousu tekemättä mitään kunhan vain raahaudut rajalle?
Jotenkin olin kuvitellut toisenlaiseksi työterveyslaitoksen toimenkuvan kuin pseudotieteily ilmastonmuutoksella!",">=40","male"
"82",".@PaulineScheelb1 #planetaarinenterveys webinaarissa: Suuri osa kasviksista tuodaan #ilmastonmuutos haavoittuvilta alueilta -&gt; Kasvisten saatavuus voi tulevaisuudessa hankaloitua. 
#ravitsemus https://t.co/BipBzmObpo",">=40","male"
"83","""Sinun, rakas kaupunki, pitäisi tulla käymään terveystarkastuksessa!"" kehottaa Swecon kaavoitusarkkitehti Sanukka Lehtiö @tekniikkatalous-blogissa. Miksi? Lue: https://t.co/WtpfKgoZqW #UrbanInsight #hyvinvointi #kestäväkehitys #kaupunkisuunnittelu #maankäyttö #ilmastonmuutos","<=18","male"
"84","Toteutamme tänä keväänä kolme 
Osaamisen tulevaisuustuntia 💡

Keskustelemme teknologian aiheuttamista muutoksista työelämään. 

Teemoinamme ovat 
👉älykkäät koneet, 
👉terveysteknologia sekä 
👉kiertotalous ja ilmastonmuutos. 

Zoom-linkit tulossa, merkkaa kalenteriin! #opot https://t.co/8IJFM8KBXU",">=40","female"
"85","@Uutisvuoksi Ilmastonmuutos on tosiasia. Imatra tarvitsee oman ISOn tekojään varmistamaan järkevän mittaisen luistelukauden. Kansanterveys ja kuntalaiset hyötyisivät matalanliikuntakynnyksen pandemiaturvallisesta urheilupaikasta. #imatra #uusityöryhmä #ukonniemi #isotekojää","30-39","male"
"86","@tyoterveys @nymannsara Ihme propagandaa taas! Missä on ne nuoret vaikuttajat?
Ei tässä. Ratsastetaan Greta Tunbergin varjolla, paskoilla ideoilla. Ilmastonmuutos ja kaikkea muuta paskaa.",">=40","male"
"87","@mmutanen Hei Markku! Itse asiassa ilmastonmuutos voi vaikuttaa tulevaisuudessa monella tavalla työterveyteen ja työturvallisuuteen muun muassa muuttuvien sääolojen vuoksi. Siksi Työterveyslaitos pitää tärkeänä herättää keskustelua aiheesta esimerkiksi näiden haastattelujen myötä.",">=40","male"
"88","@Eleskola Hei! Itse asiassa ilmastonmuutos voi vaikuttaa tulevaisuudessa monella tavalla työterveyteen ja työturvallisuuteen muun muassa muuttuvien sääolojen vuoksi. Siksi Työterveyslaitos pitää tärkeänä herättää keskustelua aiheesta esimerkiksi näiden haastattelujen myötä.",">=40","male"
"89","Kansanterveystieteilijä ja eläkkeellä oleva tutkimusprofessori Elina Hemminki: Ilmastonmuutos on terveyskysymys

https://t.co/kuemSkIFmM",">=40","male"
"90","@timoaro @kortteus @HacklinPekka @j_martikainen @anninavainio Joka vuosi aiempaa ajankohtaisempi jatkuvasti muuttuvissa oloissa. Suomessa koronan ja ikääntymisen myötä parhaiden mahdollisten terveyspalvelujen lähisaatavuus korostuu. Ilmastonmuutos ja globaali velkaantuminen siltikin edelleen isoimmat kysymykset.",">=40","male"
"91","Mielenterveysjärjestöt julistavat ympäristöhätätilan tiistaina 16.3. Tule mukaan seuraamaan livestreamia!

Ilmastonmuutos ja luonnon monimuotoisuuden romahtaminen uhkaavat merkittävästi myös mielenterveyttä.

#mielenterveys #YmpäristöTunteet

https://t.co/iOJ7Wieaik","30-39","male"
"92","”Jos ravinto ja ilmastonmuutos kiinnostavat, mutta saarnat ja paasaus puuduttavat, niin tämä saattaa kolahtaa.”
– Ilta-Sanomat 

#ruokailmastojaterveys #ristoisomäki #kirja #kirjallisuus #tietokirja #lukeminen https://t.co/kDibj7sdkn","<=18","male"
