,screen_name,location,created_at,text,age,gender,is_org
13,cf4da66abc33af9424528793cdd18370d62c837716b06b6b9f8b49807a23383e,In the deep south-east,2021-02-08 20:25:39+00:00,"Sono dell’idea che ormai chi nega il cambiamento climatico non debba poter accedere a cariche pubbliche.
Ne va della salute di tutti.
#bolsonaro #Presadiretta",<=18,male,non-org
14,7afd7f306fa7d4ab702427ad1c0dd7a36b7ecb3e7aa69c60066193085498b7ec,Italy,2021-02-06 21:06:03+00:00,"""Ma il cambiamento climatico ha un diretto impatto sulla vita delle persone, sulle famiglie, sulla salute. Mette a rischio i diritti umani, li indebolisce, ed è per questo che bisogna richiamare gli Stati alle loro responsabilità."" https://t.co/A7H2WSnT4b",>=40,female,non-org
15,fbba399aef7b10ef0c85b41ab47a6e2a5b350781f60c93ed0ed28e48b50ac517,"Siena, Tuscany, Italy",2021-02-05 18:49:47+00:00,"La nostra motivazione è il benessere del pianeta e la salute dei suoi abitanti, per questo cerchiamo di aiutare le api e l'agricoltura biologica con i nostri prodotti.
Il biologico è un'arma vincente contro il cambiamento climatico.#bees #organic #biologico #climatechange #ita https://t.co/TzynJe1BrW",>=40,male,is-org
16,58c7a7bb794987d2135c3d5a5a69741e7c811921987d60bb29a2c3b541001015,"Bologna, IT & San Francisco, CA",2021-02-05 14:00:28+00:00,"""Il #cibo, e in generale il concetto di #nutrizione, oggi non va di pari passo solo con la #salute. La sua relazione con lo sfruttamento delle risorse naturali e il #cambiamento #climatico è ormai comprovata.
Importante educare oggi per sprecare meno domani.""

#sprecoalimentare https://t.co/oQhz4Llcdl",<=18,male,is-org
17,3a13f2ab4f4ed969b72e2b62504b41356bcfc06bb8a7d02f7ec54e49c462eccb,"Via Bergamo 7, Milano",2021-02-04 15:37:06+00:00,Sentenza storica: #Francia colpevole di inazione per mancato rispetto degli obiettivi sul clima. La nostra salute dipende da quanto faremo per fermare il cambiamento climatico. Dalle grandi alle piccole azioni/scelte quotidiane. #greenpeace https://t.co/SY3AcfqhEU,30-39,female,non-org
18,168c68bc2ecae3d12e2e0a80a4360005c1e173104a893028b0cab4824d1e583b,,2021-02-04 13:28:54+00:00,"@Daniela192601 @f_ronchetti @AurelianoStingi @Emilystellaemi2 @LAVonlus @Phdbioscienze @lucianocapone @corradosinigagl @research4lifeIT @protestitalia @ScaltritiLab @GiacomoGorini @antonellaviol17 @DomaniGiornale Non c’entra il cambiamento climatico e nemmeno i ghiacci. Non sto scherzando. Perché lei non vuole che si sacrifichi un animale per la ricerca sulla salute e lei lo sacrifica volentieri per scrivere su Twitter? È una domanda, vorrei capire.",>=40,male,non-org
19,2d05a57cd5c4db79b737b20807edb02e2b393c5ca320c9851637c28ca4f3d97a,,2021-02-04 13:00:01+00:00,"Il #cambiamentoclimatico influisce sulla #salute, in che modo? Non importa dove vivi: il cambiamento climatico può mettere in pericolo la tua salute, sia fisica che mentale, ora e in futuro. 

Scopri perchè:
https://t.co/o2DAdrolg9

#ambiente #riusa https://t.co/BP8peDWZPg",30-39,female,is-org
20,e95b1079bace3e7cb78931032d936e8a66244281f2d2da154c10abfbda909fff,,2021-02-02 09:02:21+00:00,"Durante lo Stakeholder meeting abbiamo coinvolto @AndGiuliacci di Meteo Expert, che afferma: “Il cambio del clima influenza economia, società, salute e comportamenti. È importante informare: per combattere il cambiamento climatico dobbiamo essere consapevoli di questo fenomeno”",>=40,male,is-org
21,e952b09f849a3b4b9c4a0f01ca95b90ee25bdf06aafcc2a7bfe1949e3e477405,"Reggio di Calabria, Italy",2021-01-30 21:28:33+00:00,"https://t.co/28L1uwL4km La salute e il benessere dell’uomo sono a rischio: ascoltare locuzioni come cambiamento climatico, allarme clima ed eventi estremi, sono sempre il solito martellante refrain. Cosa si può fare per salvare noi e il pianeta che per ora ospita il genere umano? https://t.co/PmooZvNP1j",>=40,male,non-org
22,c46640ea28a5befd6a0bed085fafa3179778c96ca06138846e808bc6b5abf157,Freedom ,2021-02-18 14:48:23+00:00,Riporto in breve parte del discorso del mago di Oz:il cambiamento climatico ha effetti diretti sulle nostre vite e sulla nostra salute...lo spazio che alcune megalopoli hanno  sottratto alla natura potrebbe essere una delle cause della trasmissione del virus dell'animale all'uomo,>=40,female,non-org
23,817ff54f4d48dba073406cc7970bbc25fc054219e4bbcb4db8649e9c36008c53,"Treviso, Veneto",2021-02-25 14:47:07+00:00,Le politiche europee ignorano i dati scientifici che dimostrano che le coltivazioni GM non pongono rischi per salute e ambiente e  contribuiscono a fronteggiare il cambiamento  climatico https://t.co/zGntkzgO1d,<=18,male,is-org
24,0228974f9f9f0ea4b9db6276ee2915984c34f8a1287e5895918d3bffebdca845,Romagna,2021-02-18 20:07:34+00:00,"L’approccio europeo alla pandemia ha portato centinaia di migliaia di morti, il tracollo dell’economia e gravissimi danni alla salute mentale di milioni di persone. E se è vero che con il cambiamento climatico ne vedremo delle altre spero si cambi strategia in futuro.",30-39,male,non-org
25,7831090ac328c18e7924f31742d1f552ea61bf844dcc18301893e610d9526657,,2021-03-08 16:54:08+00:00,"Il consumo di carne é cresciuto negli ultimi decenni
ed ormai é chiaro che occorre invertire la rotta. Allevare e consumare animali oltre ad essere immorale é causa di #deforestazione, #inquinamento, cambiamento climatico, consumo risorse idriche. É anche dannoso per la #salute. https://t.co/lWt6pZbqBM",>=40,female,non-org
26,e1c733005e608084c04b6bdaad557de9fb8872a28d9e17c8c35ad12fbd1f2e12,Saturno,2021-03-08 12:32:33+00:00,"@Amos8125 NB: ""L'anno scorso aveva donato 1,7 miliardi di dollari in cause come l'uguaglianza razziale, i diritti Lgbtq, la salute pubblica e il cambiamento climatico."" 
Un welfare state a misura di borghesuccio Lib-dem Mid-Up class, la cosa stupisce in effetti...",>=40,male,non-org
27,9ac871c9545e256cf3ec3aeb57b4014e0d5a4c17899b25a115a8e39a92df9e43,Italia,2021-03-05 09:06:53+00:00,Il cambiamento climatico e la salute gli europei (VIDEO) - https://t.co/w1tdcUxQmZ https://t.co/RGZ8A93rXG,>=40,male,is-org
28,7e8ef39d6634afd14e0cd57f7e8d9ae88c4404d30c9649b49d7a990c16fea916,,2021-03-03 21:02:31+00:00,Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/FJjDafqBZd,<=18,female,non-org
29,ece450e5bb4fc6f298e12a798bb322368ecc7e4603ba76634c5d40f720225185,,2021-03-02 23:34:02+00:00,Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/PeYuIufVcx,>=40,male,is-org
30,d380d3de270a5ab1b601244cfc989b3c907be20aa9ac581b95fa91b1e9016c73,World,2021-03-02 23:32:46+00:00,Una nuova ricerca evidenzia i rischi per la salute dei bambini che sono in prima linea nel cambiamento climatico  https://t.co/tpwd0ngsRH Le precipitazioni estreme associate ai cambiamenti climatici stanno causando danni ai bambini in alcuni dei luoghi più dimenticati del pianeta,>=40,male,is-org
31,46221f4d2ca2c9cc9df0de6660e8e3e4a626ee31c5fdecbbccc486cbf28ad36d,Italia,2021-03-22 18:12:39+00:00,"L'#acqua è al centro della vita, come è utilizzatata e quanta viene consumata determina la salute umana e della natura

Basta pensare a come il cambiamento climatico e gli umani impattano sui fiumi, che anch'essi fanno parte della vita nostra e degli Oceani

#WorldWaterDay https://t.co/z2T3z0aosE",>=40,male,is-org
32,e6ec11b6f33131edd4a9d1109fbb11dd33e37c9314f2071f5f27385325a5021f,online,2021-03-19 08:46:26+00:00,"La crisi demografica e migratoria, i conflitti commerciali, la globalizzazione, il cambiamento climatico...
A queste sfide si è aggiunta quella, del tutto inattesa, ma decisiva, che riguarda il tema prioritario della salute.
https://t.co/BNnBQ4lZOS
#Europa #pandemia #leggere https://t.co/k5STlHxGc0",>=40,male,is-org
33,6fd749f9d2f2243bb732778241941e2d8eb3aa4cecf52d2b6600c5c8654c64b1,,2021-03-17 12:22:31+00:00,"#Spagna sperimenta la settimana lavorativa di 32 ore, progetto pilota per le aziende interessate. Aumentare produttività, migliorare salute mentale dei lavoratori e combattere il cambiamento climatico. Anche questa una delle battaglie @Mov5Stelle.🔗 https://t.co/3i9bKtWVhG",>=40,male,non-org
34,4dfcf4e5efa333fadc03c19396d7556285fa8ae047beebd33d86ac53d00dfc62,"Trento, Italy",2021-03-17 10:43:14+00:00,"Conferenza sugli impatti del cambiamento climatico sulla salute, organizzata da @SISMnazionale, Salerno. Si è parlato di salute ma anche di globalizzazione e psicologia. Nel mio intervento riassumo la nostra ricerca in psicologia dell'attivismo climatico: https://t.co/WvEFRYsWaJ",30-39,female,non-org
35,96b45add14001ed3d5f480d3120634eb5406d9ad2157f94080320e50d7761921,,2021-03-16 10:37:00+00:00,A grande bua pe la salute: il cambiamento climatico! https://t.co/GyjE0i0Jcg,>=40,male,non-org
36,5e628b146c1c929ab30b78a4e49c22e2eb7f50b44470c35792ea2b25ee0f8c55,,2021-03-16 10:00:00+00:00,"Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
Cambiamento climatico = grande bua pe la salute.
https://t.co/ipNs4MAm6y
@TheLancet",>=40,male,non-org
37,fd2c671ef63a11bc0e2288a515ccec4d5a64bd09ba9b10946979fb7fa69869f2,Roma,2021-03-16 08:39:51+00:00,"🌍 Il cambiamento climatico ha un impatto sui diritti umani come:
🔴Diritto alla vita
🔴Diritto all'alloggio 
🔴Diritto all'acqua
🔴Diritto alla salute
Il futuro è un diritto umano. Non smetteremo di ribadirlo e di agire per preservare il nostro pianeta",>=40,male,is-org
38,79fa19cc30defa5bb8e46b12bdd0d6b28566b53adf9eefd52f780f5505dcbb70,Torino,2021-04-07 11:28:00+00:00,"Oggi è il #WorldHealthDay.
Ricordiamo le parole di Paolo Vineis in Salute senza confini: ""diritto alla salute è anche non essere esposti a minacce, cioè fare in modo che il mondo torni ad essere abitabile senza dover paventare temibili virus ed effetti del cambiamento climatico"". https://t.co/pfXQs4vdhz",>=40,male,is-org
39,9f3bce9e64b662cdbbd027d40ed34dffa0e2fd6cf0d5d1f16226b1d7d0bc6732,,2021-04-07 10:23:42+00:00,"Oggi è la Giornata mondiale della salute, ma c'è ancora chi assicura e investe nel più inquinante dei combustibili fossili, causa di morti premature e malattie respiratorie croniche. 
Respiriamo tutt@ la stessa aria.
Fuori oggi il report ""Cambiamento climatico assicurato"" 👇 https://t.co/qWQmz4qUZi",<=18,male,non-org
40,ff6a91cb3634854d9fc7ff6620a4341b2b5f4b386e365d1718c2ec546f77b92e,,2021-04-07 09:27:10+00:00,"Oggi è la #giornatamondialedellasalute
Questa celebrazione mira ad aumentare la consapevolezza sul tema della salute aiutando, negli anni, a portare alla luce importanti problemi come la salute mentale, l’assistenza materna o il cambiamento climatico
#7aprile #WorldHealthDay https://t.co/jxodRKdrTO",>=40,male,is-org
41,bc72500ff888a232a76b1c844a6fa7cf3aac470c4053294f781897ac934ad269,🌍 ,2021-04-07 08:18:21+00:00,"@citizen20127 Non sarà mai possibile andare oltre il 10%. Ora le cose stanno andando molto diversamente, molto in fretta. I costi sono comunque inferiori a quanto non costa l’attuale infrastruttura, responsabile del cambiamento climatico ed I cui danni ad ambiente e salute vengono socializzati",30-39,female,is-org
42,6e03878f680e0ecf87876faca5da9433e870b1b8c3d6e7772f6b19e52a89c3ac,Novara,2021-03-30 09:40:18+00:00,#LaNostraItalia: La #bioeconomia circolare intesa come rigenerazione territoriale con al centro la salute del suolo è pilastro dell’economia italiana e strumento essenziale delle strategie e politiche europee del #GreenDeal per arginare il cambiamento climatico 🎙Bastioli https://t.co/XcXDBgOR55,>=40,male,is-org
43,32bbd020aa9cad907359b299770c29cf1259c0c83eb50f5524fc35c038545301,Italia,2021-03-28 16:44:25+00:00,"Motore Sanità, Tavolo di lavoro “Salute, pandemia da Covid-19 e cambiamento climatico: è possibile pensare a una Sanità Green?” https://t.co/GT8JW9CgCL",>=40,male,is-org
44,a9c1ac707c5c91321dd091310ddc62156a05b54a79bcad6346ce31972c9af6da,ENNA,2021-03-28 11:17:19+00:00,"Motore Sanità, Tavolo di lavoro “Salute, pandemia da Covid-19 e cambiamento climatico: è possibile pensare a una Sanità Green?” https://t.co/ZkEAoEeoUQ“salute,-pandemia-da-covid-19-e-cambiamento-climatico-è-possibile-pensare-a-una-sanità-green”.html",>=40,male,is-org
45,4080590f2e6fb27d6ebd2f22df02a288f3a256c8b41d25e1ab4058b374915447,,2021-03-26 17:47:44+00:00,"@ItalyMFA @MarinaSereni @CD_esteri @Montecitorio @mercosur Governo deve avere buona politica di interessi nazionali: proteggere democrazia, contrastare cambiamento climatico, contenere pandemia sostenendo la salute pubblica (produrre vaccini), creare economia autosufficiente, diminuire sprechi -burocrazia, custodire legami - alleanze",>=40,male,non-org
46,4080590f2e6fb27d6ebd2f22df02a288f3a256c8b41d25e1ab4058b374915447,,2021-03-26 17:32:33+00:00,"@Palazzo_Chigi Governo deve concentrare sua politica su interessi nazionali: proteggere la democrazia, affrontare il cambiamento climatico, contrastare pandemia sostenendo la salute pubblica (produrre vaccini), creare economia autosufficiente, diminuire sprechi -burocrazia, difendere società",>=40,male,non-org
47,2fa74647352fd4d5eb1aeea3a41eef97c745782bb997e14be4db39578a7828b3,Europa,2021-04-16 08:43:57+00:00,"Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",>=40,male,is-org
48,2fa74647352fd4d5eb1aeea3a41eef97c745782bb997e14be4db39578a7828b3,Europa,2021-04-15 09:05:56+00:00,"Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",>=40,male,is-org
49,b270abf4f3bf86071ad4d6cc96c09fea39f7532641a2d1f576b4de7a70e64228,Firenze,2021-04-14 08:37:30+00:00,"#alberiesalute, l'assessore di Firenze @CeciliaDelRe: lotta al cambiamento climatico al centro della pianificazione. Nei cittadini c'è 'fame' di verde; oggi ne  abbiamo 21 mq per abitante, e aumenterà 
#ambiente #Comuni 
@MattBiff @simonegheri @regionetoscana @comuni_anci https://t.co/E5HBU8Zbcl",>=40,female,is-org
50,b270abf4f3bf86071ad4d6cc96c09fea39f7532641a2d1f576b4de7a70e64228,Firenze,2021-04-14 08:07:23+00:00,"#alberiesalute, Bernardo Gozzini del Lamma: la pianificazione del #verdeurbano deve tenere conto del cambiamento climatico per  temperature, vento, eventi estremi 
#ambiente #Comuni
@MattBiff @simonegheri @regionetoscana @comuni_anci https://t.co/FhsQ5uL83I",>=40,female,is-org
51,29be7131391fda6a7823115d215e2196ca7426f0a0e239b4ae897d2931a26b75,Padova,2021-04-22 14:28:07+00:00,"Il 2020 non deve essere ricordato solo per la #pandemia. Un'altra emergenza deve essere sempre considerata: il cambiamento climatico. 
Il rapporto 2020 sullo stato di salute del #clima dimostra come la condizione del pianeta #Terra non migliora.
 https://t.co/GXojxcuinZ https://t.co/HewGn5QLtC",>=40,male,is-org
52,085f15b4f9c98a40e56eb284bc186a6ac308e1d8c9a2fbd42bbe6374ca54e6f5,"Rocca di Papa, Lazio",2021-04-22 11:38:30+00:00,"#EarthDay2021 #RestoreOurEarth L'obiettivo di questa #giornatamondialedellaterra è quello di sollecitare soluzioni contro il degrado ambientale e il cambiamento climatico perché solo un Pianeta sano è garanzia di sussistenza, lavoro e salute per l'umanità! 🌍 https://t.co/DmrzfxSVqf",>=40,male,is-org
53,a51fd51c2ba5f37a888d4aba5069fdf09f4ab259d96f59b62526b155e69f34de,Italia,2021-04-22 09:30:22+00:00,"Il cambiamento climatico minaccia gli ultimi 50 anni di progressi nelle politiche di salute pubblica globale, attraverso ondate di caldo estremo, minacce ai sistemi alimentari e idrici e malattie infettive.

https://t.co/96yE4bt98K",>=40,male,is-org
54,c8c8726e943a20044c83c350d6bcaaaea69635f3d40c3a68d693a48b25e3c73f,,2021-04-22 09:26:15+00:00,"#giornatamondialedellaterra #giornatadellaterra #GiornataDellaTerra2021

#DMEVC Il cambiamento climatico non è un rischio per la salute?

Ne abbiamo parlato della nostra scheda a cura de 
@ilpensiero 👉 https://t.co/K55s3WYKcH https://t.co/bfzsUoSES0",30-39,female,non-org
55,2fa74647352fd4d5eb1aeea3a41eef97c745782bb997e14be4db39578a7828b3,Europa,2021-04-22 07:56:56+00:00,"Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",>=40,male,is-org
56,11eda634d9dc1bafcf9f062aa09b510257b2480d8a4ad4fc2fe25a91d8f4ed30,,2021-04-22 07:19:10+00:00,"Buon giovedì a tutti nella 51esima Giornata della Terra,
Il tema di quest'anno è ""Restore Our Earth""  obiettivo è di sollecitare soluzioni contro il degrado ambientale e il cambiamento climatico perché solo un Pianeta sano è garanzia di sussistenza, lavoro e salute per l'umanità. https://t.co/jRMcm1cOpf",>=40,male,non-org
57,06dd928a29796a8381b6d5e8e0ec51c89d90c0b1501653931f0a36245587c929,,,,>=40,male,is-org
58,2fa74647352fd4d5eb1aeea3a41eef97c745782bb997e14be4db39578a7828b3,Europa,2021-04-18 08:02:56+00:00,"Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZT2hts #climatechange",>=40,male,is-org
59,083110a55db1d3a5dc8e90c6eb946e3dfc743bd372de6ca7e53e8a260e4f5537,"Milano, Lombardia",2021-04-27 13:28:07+00:00,"Invece continuano a parlarci di ""salute, lotta alla pandemia e ai cambiamenti climatici""

Cambiare, essere proni come bestie, anzi supini di fronte al cambiamento...per scongiurare il cambiamento climatico (Lascenza) https://t.co/ziezm9EeiH",>=40,male,non-org
60,6787025a2b9b513fa8999f136d1223a457ec01d23d2a532c9bd9537a596361b7,"Brussels, Belgium",2021-04-26 18:30:00+00:00,"Come fa l'UE a finanziare la scienza d'eccellenza, le innovazioni rivoluzionarie e a sostenere i talenti della ricerca? Attraverso Orizzonte Europa! 

Scopri come questo programma affronta sfide globali come:
🌍cambiamento climatico 
🤖digitalizzazione
🧬salute",>=40,male,is-org
61,8936860d3728e108bc180ded925d1346ae05d4a234a85652f08b162628c5bd02,Firenze,2021-04-23 14:31:59+00:00,"Cambiamento climatico e pandemie: cambiare prima che sia troppo tardi. Le proposte per il #PNRR, per la protezione degli #ecosistemi, dell’#ambiente in cui viviamo e della #salute umana e degli organismi viventi. https://t.co/k0ye86FFFv",>=40,male,non-org
62,2fa74647352fd4d5eb1aeea3a41eef97c745782bb997e14be4db39578a7828b3,Europa,2021-05-13 20:25:57+00:00,"Il #cambiamentoclimatico costa, non solo in salute: dal 1980 ad oggi si stimano perdite di centinaia di miliardi di euro. L’articolo, dati alla mano, di  📊 Daniele Ruzza. #ddj @EDJNet https://t.co/zXPIZSKGBU #climatechange",>=40,male,is-org
63,ac2897a87e027c5a0ea80f588e7f4d3354e40b6590b58ad8d5abde6396c83c23,,2021-05-12 12:15:56+00:00,"Per combattere il cambiamento climatico abbiamo bisogno di ecosistemi marini in salute. Nell'isola di San Juan i ricercatori stanno combattendo l'estinzione della Sunflower Sea Star, una stella marina in grado di assorbire CO2. Ne scrive Beatrice Martini: https://t.co/OcYixu2EmT",30-39,male,is-org
64,107ac81a110230bb9bd604f3e5947b9751e150091cb97c6869c437b928d009e0,"Triëst, Friuli-Venezia Giulia",2021-05-08 17:31:51+00:00,"Quanto costa il consumo di carne in Italia?   
A milioni di animali costa la vita.
All’ambiente e alla nostra salute?
Cambiamento climatico, inquinamento, maggiore incidenza di malattie.
Esattamente quanto?   
37 miliardi € ogni anno, solo in It.
👉 https://t.co/Lq9vl5PDUa",>=40,male,is-org
65,0f888fddff0ec1326f648111006f9a795027f6510ab7f3660fd7a10af367371e,"Roma, Italia",2021-05-05 18:32:57+00:00,"Min. @luigidimaio ha incontrato a #G7 il suo omologo 🇯🇵 @moteging. 
Dialogo su Indopacifico e ampia collaborazione sul piano multilaterale con contrasto al cambiamento climatico nell’ambito della @COP26 e impegno comune per salute pubblica, pilastro della Presidenza 🇮🇹 @g20org. https://t.co/9ukc5VydJw",>=40,female,is-org
66,0f888fddff0ec1326f648111006f9a795027f6510ab7f3660fd7a10af367371e,"Roma, Italia",2021-05-04 18:34:11+00:00,"Questa mattina a #G7UK il Min. @luigidimaio ha incontrato il MAE canadese Garneau 🇨🇦. Eccellente cooperazione Italia-Canada sui temi globali della Presidenza 🇮🇹 @g20org, inclusi il contrasto al cambiamento climatico e la riposta globale alla pandemia in tema di salute pubblica. https://t.co/OLhAnSheKD",>=40,female,is-org
67,0b4b901ff38365451c10164749de01c2545e0235b2448c8311f0d4409b127127,"Bologna, Emilia Romagna",2021-05-28 05:06:16+00:00,"Cambiamento climatico: gli impatti sulla salute mentale.  I costi segreti del cambiamento climatico. Esiste una chiara relazione tra l’aumento delle temperature e il numero di suicidi. Vivere in primapersona un evento climatico estremo aumenta

https://t.co/B8wa2t1JjG https://t.co/KDM5ei7yxw",30-39,male,is-org
68,f54558d28ff777c1f8bad5e94221eae902f99675459e9b9a348fb7c2abf16b7c,,2021-05-26 14:52:58+00:00,"Secondo uno studio britannico, la salute mentale è «l'impatto invisibile del cambiamento climatico in questo momento».

#crisiclimatica
#clima 

https://t.co/A5iUp8dYp7",>=40,male,is-org
69,72cc84c3734cace15ee1d2aee2608b09606c239b471109d64101431e53899a63,Italia,2021-05-20 19:01:26+00:00,Azioni umane e cambiamento climatico stanno minacciando le foreste pluviali dell’Africa. Per la salute del pianeta capire come intervenire è vitale. https://t.co/VFBzvz3YAm,30-39,female,is-org
