"","text","age","gender"
"11","@MoormannRainer @OliverHaas19 @janusPrime @nevetsarndt @HalleVerkehrt @FeynmansMethod @tuedelkopp @SchaferCorinna @Gazelight @DerClue @DominicBarden @An_di_Arbeit Es kommt aber nun mal nicht auf die Rückkopplungen an. Der Klimawandel hat auch so schon drastische Folgen für die Umwelt und Gesundheit.","<=18","male"
"12","Steigt jetzt ein in den #Veganuary2021! 

Vegane Ernährung rettet nicht nur #Tierleben, ihr tut auch eurer #Gesundheit etwas Gutes und nehmt #nachhaltig Einfluß auf den #Klimawandel! 

#GoVegan #Veganuary

Mehr über #VeganeErnährung:  https://t.co/eeZ0UmTu71 https://t.co/cwbvWYfBxM",">=40","male"
"13","@Karl_Lauterbach Wir werden zunehmend den Klimawandel auch in der Gesundheit der  Menschen verschärfend spüren und der Aspekt muss mehr auch bei politischen Entscheidungen berücksichtigt werden",">=40","male"
"14","@Thomas_Bareiss WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.
https://t.co/Z6HCxv8yYi",">=40","male"
"15","@Beaute_du_Noir_ Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",">=40","male"
"16","Mir fehlen hier auch die Themenbereich Klimawandel, Diversität, Ökologie und vor allem das Gesundheitssystem + öffentlicher Gesundheitsdienst. #impuls2021",">=40","male"
"17","Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber in die Berge fahren!",">=40","male"
"18","@Thomas_Bareiss „Ansteckende und andere hitzebedingte akute Krankheiten sind eine direkte Gefahr für die menschliche Gesundheit. Der Klimawandel könnte die Last von Krankheiten erhöhen, weil er existierende Probleme verstärkt [...]. “  https://t.co/Ss9pbpKlPq","<=18","female"
"19","Die letzten 10 Jahre werden die kältesten der nächsten 100 Jahre sein. 🥶
#Rekord #Erderwärmung #Klima #Klimawandel #Klimaschutz #Naturschutz #Schutz #Natur #Gesundheit #FridaysForFuture #TäglichFürDieZukunft
Weitere Infos: https://t.co/8bwZFbVMgo https://t.co/1llslA15Ns",">=40","female"
"20","@bmel Geplant

Getötet

Entsorgt

@JuliaKloeckner ist verantwortlich für:
- Artensterben
- Grundwasserverunreinigung durch Gülle, Kunstdünger, Gifte etc.
- Massentierhaltung
- Klimawandel
- missverstandenes ""Tierwohl""
- Lobbyarbeit statt Sicherstellung unserer Gesundheit
... Positives?",">=40","male"
"21","@hartaberfair @DasErste Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"22","@hartaberfair @DasErste @MFeldenkirchen Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"23","@hartaberfair @DasErste @ChristinaBerndt Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"24","@hartaberfair @DasErste @Wissing Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"25","@hartaberfair @DasErste @peterliese Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"26","@hartaberfair @DasErste @Karl_Lauterbach Wie war das eigentlich mit Ursachen bekämpfen?
WHO: Corona-Pandemie wird nicht die letzte sein 

Die Gesundheitssituation i d Welt zu verbessern, sei zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen KLIMAWANDEL und für TIERSCHUTZ eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"27","@tagesschau Hat die EU schon was von Klimawandel,  Digitalisierung,  Bildung,  Gesundheitswesen und Flüchtlingspolitik gehört? Mit diesem Geld könnte so viel vernünftiges getan werden.  🙈🙉🙊",">=40","male"
"28","@Karl_Lauterbach @hartaberfair WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"29","@patdiekmann WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"30","@Markus_Soeder WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"31","@kelesting WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, die Gesundheitssituation in der Welt zu verbessern, seien zum Scheitern verurteilt, solange der Mensch nicht wirksam gegen den Klimawandel und für den Tierschutz eintrete.

https://t.co/Z6HCxv8yYi",">=40","male"
"32","Die wissenschaftliche Welt ist sich einig, die #Klimakrise ist die größte #Gesundheitsgefahr im 21. Jahrhundert. Doch was bedeutet das für unseren Alltag?
👉https://t.co/Nv7TQ3vhLR
#Doku #Klimawandel #Gesundheit https://t.co/fDiuRJaZmX",">=40","male"
"33","@Leon_Bergmann Stimmt. Wäre schön zu wissen, was sie mit dem Land vorhaben. Rente, Gesundheit, Digitale Transformation, Klimawandel...zu jedem Thema ein kurzes Statement.",">=40","male"
"34","@NiemaMovassat Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Und impfen auch nicht!",">=40","male"
"35","""Keinen Präsenzunterricht zu haben ist schlecht für die psychische Gesundheit""  Ich würde sagen das der Klimawandel und die Aussichten auf eine zerstörte Zukunft durch Kapitalismus auch schlecht für die psychische Gesundheit sind, aber da juckts niemanden 
#SchulenUndKitasZu","30-39","female"
"36","🐝 Ohne Bienen ist die Ernte von Nutzpflanzen, Obst und Gemüse unmöglich. Gleichzeitig liefern sie Produkte, die wertvoll für unsere Gesundheit sind. Klimawandel, #Pestizide und Monokulturen sind akute Bedrohungen für alle #Insekten. Zeit, sie zu bekämpfen.https://t.co/mUKqai6RK5",">=40","male"
"37","","<=18","male"
"38","Die Bürger*innen Bonns stehen hinter Ihrer Bürgermeisterin.
Die Menschen die in Bonn leben wollen üben Kritik an der Kreis SPD. Ist der Kreis SPD die Gesundheit der Bevölkerung und das Klima der Region so völlig schnuppe?Auch die Landwirtschaft des Kreises stöhnt im Klimawandel😩 https://t.co/lWfXbUFRtw","<=18","male"
"39","Wie hängen #Klimawandel, Wetterumschwünge und #Schlaganfall zusammen? Morgen in: Wie das Klima unsere Gesundheit verändert auf tagesschau24 https://t.co/6ClOyEsYnl","30-39","male"
"40","@JuliaSc91662220 @klausdietermai1 @BaNeuwirth Wollen wir mal über die Umwelt- und Gesundheitsschäden durch die Kohleverstromung und den Klimawandel sprechen?",">=40","male"
"41","@musikabhaengigg Ist wahrscheinlich in vielen Lebensbereichen ein Problem, dass sich jetzt Dinge nicht „lohnen“, die uns irgendwann ganz schön einholen werden siehe Klimawandel, Gesundheitssystem allgemein, Digitalisierung etc","<=18","female"
"42","Bei den #Corona Maßnahmen war die Verweigerung ja erst Egoismus, dann ausgedachte gesundheitliche Schäden und jetzt ist es Egoismus, aber mit einer priese AntiDemocratie.

Ich warte noch auf die Aliens und einen ausgedachte Zusammenhang zum Klimawandel","<=18","male"
"43","Klimawandel, Energie- und Ressourceneffizienz, Gesundheit oder demographischer Wandel können durch MINT erforscht und gelöst werden.",">=40","male"
"44","@Markus_Soeder Das ist richtig  mit Facebook News und Querdenkern, aber die Politiker  sind in der Vergangenheit doch auch nicht frei von Fake News gewesen, so von wegen... Unser Bildubgssystem hat keine Probleme; unser Gesundheitssystem ist top; Klimawandel braucht keine großen Aktionen,","30-39","male"
"45","@Johann_v_d_Bron @Puettmann_Bonn mit dem Klimawandel vor der Tür, zusätzlich zu covid &amp; den folgen, sind die Zeiten zu ernst für geringere übel, finde ich.
Ob Laschet jetzt die Küchenbauer skrupellos über die Gesundheit der Menschen stellt, oder Merz das wohl der Rüstungskonzerne, ist am ende das gleiche.","<=18","male"
"46","Das Problem der Wissenschaftsfeindlickeit ist vor allem in der CDU und anderen Teilen der Politik seit Jahren eklatant.
Klimawandel, Verkehr, Bildungspolitik, Gesundheit, Obdachlosigkeit, ...
Hier wird sich seit Jahrzehnten über allg akzeptierte Erkenntnisse hinweg gesetzt. https://t.co/eT2egW5XLy","<=18","male"
"47","@LeckerlyvLassen @goldkaeferli @ulla_fleu @Die_Gruenen @Gruene_Europa @ABaerbock @Umwelthilfe @Umweltbundesamt @bmu Fatale Fehlentscheidung!

•Die Förderung von Holzverbrennung zurück nehmen. 
•Holz CO2 besteuern. 
•Waldbesitzer ihren CO2 Speicher entlohnen. 
Auf Dauer gehören Holzöfen aus!
Luxuskamine sind ein Unding.
Warten auf was?
Auf Gesundheitsschädigung durch Feinstaub?
Klimawandel?",">=40","male"
"48","Hier findest du die Zugangsdaten zur Videokonferenz:
https://t.co/RptEWdAP2f

Sei dabei!

#ernährung #essen #gesundheit #klimawandel #kantine",">=40","male"
"49","https://t.co/dyUm6aFbhZ

#Tierleid #Klimaschutz #Klimakrise #Klimawandel #Umwelt #Gesundheit #Ernährung #Pandemien verhindern",">=40","male"
"50","@DietmarBartsch @dieLinke @RND_de Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",">=40","male"
"51","@dielinkeberlin @dieLinke @klauslederer Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",">=40","male"
"52","@technikjuli @transenv Ja, bezüglich Klimawandel ist die Politik höchst Schizophren. Aber bezüglich regionaler Luftverschmutzung und Gesundheitsschäden gerade in Städten bringt es sehr viel!
Die Norweger bekommen ja keinen Schlaganfall weil in Braunschweig wer Diesel fährt.",">=40","male"
"53","""Aufbäumen gegen den #Klimawandel"" #Walnuss #Esskastanie #Hickory #Pekanuss als Lieferanten für #Nahrung und #Windschutz für #Acker bei #Dürre mehr #Baumfrüchte =  mehr #Ernährungssicherheit und #Gesundheit! https://t.co/sHD1z2kOez https://t.co/9rVDgfyUMc",">=40","male"
"54","Warum reichen gesundheitliche Gründe aus, um die Welt zum Stillstand zu bringen, der Klimawandel jedoch nicht?",">=40","male"
"55","#CDU-Ziemiaks ""Deutschland"" kann super Autobahnen durch den Wald prügeln, aber:

Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮

#niewiederCDU 
#NieMehrCDU https://t.co/UjfiDLwiBA","<=18","male"
"56","@Susanne45217800 Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Wirtschaft vor Leben!",">=40","male"
"57","@PaulZiemiak Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber Wirtschaft vor Leben!",">=40","male"
"58","Dringendster Handlungsbedarf: Verbesserung des Gesundheitssystems (plus 62%), Bekämpfung der Armut im jeweiligen Land (plus 53%), Verbesserung des Bildungssystems (plus 53%). Erst auf Platz vier: Klimawandel (plus 51%). 8/11",">=40","male"
"59","Das Jahr beginnt wie immer mit der #Fraktionsklausur. Hybrid und mit Abstand. Wir diskutieren über die Herausforderungen unserer Zeit. #klimawandel #klimaschutz #coronapandemie #gesundheitsschutz #impfenistwichtig #wirtschaft #fraktiongruenbw https://t.co/ZRlQi99yAV","30-39","female"
"60","@Audi_fan123 @Fahalen1 @Kricke1905 @ebonyplusirony @_FriedrichMerz Kompetenz aka Seehofer, Klöckner, Scheuer, von der Leyen, Amthor, Guttenberg - lol
Digitalisierung🚮
Bildungschancengleichheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel🚮
Kohleausstieg🚮
Bezahlbares Wohnen🚮
Lobbyregister🚮
Vermögenssteuer🚮
Flüchtlingshilfe🚮
#NieMehrCDU","<=18","male"
"61","Der Klimawandel und das Massenaussterben sind auch eine Bedrohung für unsere Gesundheit.
Daher gibt es bei #ExtinctionRebellion die Gruppe Doctors for XR.
Ihre Botschaft zeigen sie diesen Freitag ab 12 h in einem Film. 
Online.
Link folgt. https://t.co/XpdWmTvpdi","<=18","male"
"62","","<=18","male"
"63","@Weltschrei Die war nie eine Volkspartei. Da war der Mammon schon seit der Gründung wichtiger als die Bevölkerung. Sieht man doch an der Bildungspolitik, der Digitalisierung, dem Gesundheitswesen, dem Klimawandel. Da lautet immer die erste Frage: Wie kann die Wirtschaft profitieren?","19-29","male"
"64","WHO - Tedros: Corona-Pandemie wird nicht die letzte sein 

alle Versuche, d Gesundheitssituation i d Welt z verbessern, seien z Scheitern verurteilt, solange d Mensch nicht wirksam gegen d Klimawandel u für d Tierschutz eintrete.https://t.co/Z6HCxv8yYi 

#Todesfälle #ZeroCovid",">=40","male"
"65","@RL_Alaxri @sometimes2012 @FridayForFuture Ja, das Klima ist wichtig. Sehr wichtig sogar! Es geht hier aber um die Gesundheit und das Leben vieler Menschen. Man kann auch gegen den Klimawandel kämpfen, ohne bewusst andere Menschen zu gefährden. So gut wie jeder sitzt zu Hause, verzichtet auf Kontakte. Wofür?",">=40","female"
"66","Nach #Corona kommen die klimabedingten #Gesundheit-srisiken. Unter anderem
zunehmende Hitze, Tropenkrankheiten, Mangelernährung, Atemwegserkrankungen. 
Die Studie des #RKI über „#Klimawandel und #Gesundheit“ ist schon von 2013!!! https://t.co/dRmpJANDUN",">=40","male"
"67","Arbeitskreis „Klimawandel und Gesundheit“ gegründet https://t.co/tJPYB01wdE via @marburgerbund","19-29","male"
"68","#CDU kann ja nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben https://t.co/LQwsJ7mh9m",">=40","male"
"69","@CDU @ArminLaschet #CDU kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben!",">=40","male"
"70","#CDU kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
#Laschet #Stillstand
➡️Wirtschaft vor Leben!",">=40","male"
"71","@SilvaAtTwitta @HendrikB_ Ich sehe was die Partei als Hauptprobleme identifiziert u angehen will (Klimawandel, Umweltverschmutzung, Flüchtlingskrise, Krise der westlichen Demokratien/ Rechtsextremismus, Gesundheitssystem/Pandemie).
Was würdest du anderes in einen 1min Werbspot für eine Partei packen?","30-39","female"
"72","ich dachte eigentlich die CDU lügt nur die leute an wenn es um andere existenzielle krisen geht wie klimawandel oder rassismus und so weiter und bei corona lügen die nur leute an wenn es um sachen geht wie auslastung der gesundheitsämter und so weiter","<=18","male"
"73","Erdwärmung &amp; #Umweltfaktoren beeinflussen unsere #Gesundheit. Wie?
Erfahrt es kommenden Mittwoch bei der digitalen 🎓 #Vorlesung 😃👇
https://t.co/WFTm1bx8yH
#studentsforfuture #klima #klimawandel",">=40","male"
"74","@ChrisStoecker @CDU #CDU kann nur nach hinten gucken.  #Adenauer zog mit ""Keine Experimente"" in Wahlkampf. @CDU 

Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮",">=40","male"
"75","Progressive vs. rückständige Parteien

Progressiv:
▪️Mit Verzicht gegen #Klimawandel
▪️Mit Quarantäne gegen #Corona
▪️Mit #Sozialismus gegen Armut

Rückständig:
▪️Problemlösung durch Innovation
▪️Gesundheitsschutz durch #Impfung 
▪️Wohlstand durch Marktwirtschaft","<=18","female"
"76","@Sophie_A_G und Hannah Otto von @healthforfuture haben beim heutigen #JungundAltbewegt Workshop die vielen Konsequenzen des #Klimawandel auf #Gesundheit erläutert und welche Rolle hierbei der #TripleWin zu Gesundheit, Klima und nachhaltiger Wirtschaft spielt.",">=40","male"
"77","@RobinKoenig01 @AlleDoerfer @ArminLaschet Also glaubst du nicht den zahlreichen Wissenschaftlichen Studien über den Zusammenhang von Klimawandel und Gesundheit? Ich dachte du willst sachlich argumentieren?

Was hab ich denn falsch gelesen? Du hast zahlreiche (verminderbare) Hitztote einfach so von der Hand gewiesen!","19-29","male"
"78","Wenn der Lockdown jetzt verlängert und verschärft wird, kann ich nicht mehr für meine geistige Gesundheit garantieren.

#HomeAlone #150JahreVaterland #Klimawandel #Clubhouse 

Aah, es fängt schon an, der Wahnsinn!",">=40","male"
"79","#Klimawandel, #Dürre, #Borkenkäfer, #Pilzbefall - Die Forstschäden am wichtigsten #Ökosystem sind hoch. Unsere Doku ""Stirbt unser #Wald? #Wissenschaft zwischen Baum und Borke"" beobachtet Forschungen zur Waldgesundheit.
👉 https://t.co/zBUmNCWVww
#Waldsterben #Umweltschutz #FFF https://t.co/SaqfjkqtuL",">=40","male"
"80","Wie kann die Landwirtschaft trotz Pandemien und Klimawandel langfristig die Welt ausgewogen ernähren? Die Tiergesundheit ist mit einem Fachpodium zum Thema beim #GFFA vertreten. Am 21. Januar, von 13:00 -14:00 Uhr. https://t.co/JHkjBdNcEo https://t.co/CpEmMoJEBX",">=40","male"
"81","@Arndt_Klocke Bitte denkt daran, gute Politik berücksichtigt nicht nur den Klimawandel und Umweltschutz! Bildung, Wirtschaft und Gesundheit sind auch extrem wichtig! Wir brauchen mal zukunftssichere und tragfähige Konzepte mit Weitblick!!!",">=40","male"
"82","Klimawandel und Gesundheit - eine Herausforderung, die bleibt.  https://t.co/wR0YmsjDuj",">=40","female"
"83","#Online-Veranstaltung ""KlimaGESUND"" am 26.1.,10-13 Uhr,
#Klimawandel &amp; #Gesundheit: Für Curricula der Fächer Gesundheitswissenschaften &amp; Public Health sollen frei verfügbare Bildungsmaterialien #blendedlearning zur Verfügung gestellt werden: https://t.co/eKSLvFfbU4 @UAS7alliance",">=40","male"
"84","Präsidentin @vonderleyen: Vom Klimawandel zur Gesundheit, von der Digitalisierung bis zur Demokratie – das sind die globalen Herausforderungen, die einer neuen &amp; verbesserten 🌍 Zusammenarbeit bedürfen. 🇪🇺 &amp; 🇺🇸 müssen gemeinsam vorangehen. 
Statement 👇
https://t.co/ec9CJQZVcd","<=18","male"
"85","Restplätze! Die Rolle der Hausarztpraxis im Klimawandel: Workshop der DEGAM AG Klimawandel &amp; Gesundheit beim Frankfurter Tag der #Allgemeinmedizin. Für das ganze Praxisteam. Sa. 30.1. 14.45-16.15. @degampraesident @KlimaGesundheit @Flying__Doc 
Anmelden: https://t.co/vf0Xok7QXZ",">=40","female"
"86","Wenn wir den Klimawandel in den Griff bekommen wollen, müssen wir auch die Mobilität verändern. Dazu braucht es gute politische Rahmenbedingungen und Ihre Bereitschaft, diesen Weg mitzugehen. Das ist gut fürs Klima, gut für die Natur und gut für unsere Gesundheit.",">=40","male"
"87","@JU_MucNord Will auch keiner...
#CDU #CSU kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
➡️Wirtschaft v. Leben",">=40","male"
"88","@Diergarten1 @Nightmare_Keks Genau - #Klimaschutz geht denen genauso am Popo vorbei wie die Gesundheit anderer Menschen. Eine Zumutung für die Anwohner und für Menschen, die im Verkehr stecken und genötigt werden.
Ganz nach dem Motto: Nach mir die Sintflut! 
#Klimawandel #Verkehrswende #Autokorrektur",">=40","male"
"89","Auch Krankenkassen spüren die Auswirkungen der verstärkten #Umweltbelastungen und den #Klimawandel. Wie Umweltschutz und Nachhaltigkeit die Gesundheit beeinflussen - oder: Umweltschutz ist gelebte Gesundheitsförderung: https://t.co/sd8rRlnkyO
#Umwelt #AOK #WiDO https://t.co/sH2ykT7bFt",">=40","male"
"90","@3mausimhaus Dieses ""Deutschland"" kann nur Autobahnen durch den Wald prügeln‼
Digitalisierung🚮
Bildungschancengleicheit🚮
Gesundheitssystem🚮
Umweltschutz🚮
Klimawandel 🚮
Bezahlbares Wohnen🚮
Vermögenssteuer 🚮
Steuerpflicht für Konzerne 🚮
Flüchtlingshilfe🚮
...
Aber Wirtschaft vor Leben!",">=40","male"
"91","@fredgrgr @HellmannTim @ArsenalCologne @VQuaschning Diese Problemchen sind lächerlich im Vergleich zum Klimawandel. Und allein durch Luftschadstoffe ist Kohle und Gas viel schlechter für Gesundheit und Umwelt als Kernenergie.",">=40","male"
"92","Ich will über Klimawandel, Bildung, faire Mieten, Digitalisierung, Gesundheitssystem reden und dann kommt der Fascho und labert was von Übervölkerung und Diktatur und jede Sekunde, die ich ihm erkläre was für ein Kek er ist, habe ich nicht über Klimawandel, Bildung [...] geredet.","19-29","male"
"93","FDP nimmt Regierung bei globaler Gesundheit in die Pflicht
Die Regierung will den Gesundheitsschutz global denken – Infektionskrankheiten und Klimawandel machten dies nötig. Die FDP fürchtet, dass aus der Strategie ein Papiertiger wird.
https://t.co/pkLyT0w8SR https://t.co/ET3rNHI57K",">=40","male"
"94","@Theobaer8 @TiloJung @PeterDroegemeie Ich denke, wir müssen allen Politiker_innen und Interessenverterter_innen permanent auf die Finger sehen, um zu verhindern, dass alles wieder vergessen wird, wenn #Corona mal halbwegs vorbei ist. Gerade auch beim Gesundheit und Pflege. #Pflegenotstand #Klimawandel",">=40","male"
